"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","TeCA","112TCA","DBCP","TDI","2Clacephen","2NP","PNP","CH3CN","Acetophenone","Acrolein","Acrylic_acid","C3H3N","Sb","Benzidine","Benzyl_Cl","Be","biphenyl","DEHP","Bromoform","Cd","CS2","CCl4","CS","Cl","C6H5Cl","chloroform","Chloroprene","Cr","Cresol","Cumene","CN","DBP","Diesel","DMF","Me2_phthalate","Me2SO4","ECH","Etacrylate","EtCl","EDB","EDC","EGLY","EOx","Glycol_ethers","HCB","HCBD","HCCPD","Hexane","N2H2","HCl","Isophorone","Pb","Mn","Hg","MeOH","MIBK","MMA","MeCl","Mehydrazine","MTBE","nitrobenzene","DMA","otoluidine","PAHPOM","PCP","PH3","P","PCBs","ProCl2","ProO","Quinoline","Se","Cl4C2","Toluene","C2HCl3","VyAc","VyCl","11DCE"
"316","Sussex",7.7024455523,10.135508015,151.26763148,34.594780251,4218.5304058,108.48017306,0.0123919189,0.0347159315,0.0000034932791,0.0001364241,0.00000012131234,0.000000037074142,0.0000124627,0.0000958666,0.000559556,0.0298007241,0.0000176306,0.0015774174,0.0000281198,0.000000010617293,0.0000072618472,0.0000161281,0.0038293105,0.5370604263,0.00000067586359,0.0000367453,0.0000829734,0.496710074,0.000017473,0.0001061427,0.0013122094,0.053426956,0.0000042748963,0.0000897681,0.0207693359,0.0004406638,0.0181710304,0.0000083908333,0.3860115763,0.000128276,0.0000071819417,0.00000084838154,0.0000000556235,0.0000179183,0.00014806,0.0032739537,0.0099904182,0.0120912775,0.0035357324,0.0100624431,0.00000025016498,0.000000009183972,0.000000007347444,0.0850910123,0.00000015847151,0.2046710088,0.0000117528,0.0006288492,0.0004480821,0.000510149,0.0642739377,0.0237206399,0.0006333901,0.876850115,0.0000020647414,0.3747896805,0.0000714762,0.000003071175,0.000000015196166,0.0300558693,0.000000117363,0.0000000000929625,0.0000067342575,0.0001540611,0.0083423882,0.0000747327,0.0000987674,0.0000361249,0.0704778885,0.8356128834,0.0694460293,0.0000475627,0.0067800492,0.0000158426
"317","District of Colum",24.927437709,14.995270019,1114.5328096,171.25246335,3464.741804,183.74789648,0.0290463431,0.0000087935926,0.0000025501091,0.0055407326,0.00000043515363,0.00000046505441,0.0002311144,0.0001814753,0.0003676822,0.1137588046,0.0000073990223,0.0022456179,0.0000183739,0.000000073905744,0.0000329277,0.0000488356,0.0005778828,0.5371928788,0.0000024244275,0.0001032889,0.0015114004,0.4975718181,0.0015159193,0.0013658482,0.0140594048,0.1608499699,0.0000111023,0.0004127165,0.016121498,0.0018347569,0.1326664819,0.0001524904,2.3856660056,0.0062237763,0.0000316131,0.0000033470607,0.0000012280066,0.00000091887459,0.0083603112,0.0125492042,0.0200697853,0.2234003932,0.0089749278,0.0206712708,0.000000056153965,0.00000020174412,0.00000016139162,0.4158155548,0.0000001098485,0.8870335742,0.0000943817,0.0020145968,0.0006928536,0.0006365968,0.8668668844,0.2533630475,0.0013830797,0.9397129129,0.0000053752831,2.5126989981,0.000001754852,0.0000885678,0.00000037817017,0.028300891,0.000000044565798,0.000000054889118,0.00000068143298,0.0001299356,0.0126577438,0.0027084921,0.0002400973,0.0002459501,0.3426020903,4.4765173907,0.1209366525,0.0003917687,0.027470532,0.0001575383
"318","Alachua",18.231864459,9.7827503113,326.90345469,52.15051461,3562.4080628,117.35784083,0.0184938329,0.00000046625706,0.000002379596,0.0042095861,0.000000076133794,0.000000065281395,0.0000440029,0.0000754521,0.0000223796,0.1149668769,0.0000000041008618,0.0011678033,0.0000010825269,0.0000000066,0.0000068607281,0.0000197845,0.0000603765,0.5368740478,0.00000042417399,0.0001752581,0.0009932427,0.4969504188,0.0000443354,0.0000033325472,0.0001300434,0.0809286098,0.0000050175171,0.0003226481,0.0024241035,0.0012825602,0.0445742526,0.0000327146,0.4329311172,0.0005871023,0.0000090419251,0.0000008186517,0.0000010163256,0.00000037851419,0.0010038711,0.0065734171,0.0124755939,0.0563287279,0.0033525416,0.0134537831,0.00000058842707,0.00000017193607,0.00000013181186,0.2582184829,0.00000010398688,0.0764662605,0.0000063082286,0.0014885182,0.0005099042,0.0005154751,0.7263684115,0.2079550061,0.0171006158,0.8882251827,0.0000072675719,0.1136762513,0.0000014687279,0.0000678533,0.0000002400133,0.0141398613,0.0000014069535,0,0.0000446228,0.0001974465,0.0063010773,0.0001794252,0.00000058681634,0.0000326552,0.0874987249,2.0022954863,0.0195379108,0.0001153351,0.0143757898,0.0001009834
"319","Baker",14.158486868,9.7608392634,379.57341281,58.101694147,3900.2330103,152.42312981,0.0026565164,0.00000010510836,0.0000032325219,0.0000079893731,0.000000016773734,0.0000000108235,0.000005415,0.0000139985,0.000002701885,0.22112506,0.00000045511242,0.001188911,0.0000011882177,0.0000000066,0.0000014078463,0.0000137676,0.0000131563,0.5368497942,0.000000093461417,0.000041725,0.0001850081,0.4967691598,0.0001768407,0.00000076155169,0.0000378325,0.051372592,0.00000086440833,0.0001959771,0.0028876414,0.0003279314,0.0095822651,0.0000131487,0.2582223298,0.0000893792,0.0000034683347,0.00000016531209,0.00000018885833,0.000000079896667,0.0000444659,0.0001624397,0.0032032172,0.0081164643,0.00077431,0.0015402376,0.00000543456,0.0000000279325,0.00000002234575,0.0644286108,0.00000025123095,0.0107314054,0.0000013900435,0.0005268738,0.0004905921,0.0005035435,0.1230252504,0.0212377363,0.0000846572,0.8545803665,0.000000023431402,0.0355364097,0.0000002435425,0.000010274,0.000000025735417,0.0312576581,0.00000049235,0.000000909375,0,0.0001535064,0.0010891518,0.0000345193,0.00000059183667,0.0000387161,0.0305099976,0.5393906703,0.0117070745,0.0000172148,0.0004294136,0.000024274
"320","Bay",15.776465166,10.588054726,148.2656526,11.863357332,3157.8654293,27.834658418,0.0173640095,0.00000097192444,0.00000099369679,0.0007248404,0.00000010820081,0.000000062173966,0.0000633659,0.0000772532,0.0000306951,0.0933768123,0.0000026692218,0.0010243774,0.0001105023,0.0000000066,0.0000090295718,0.0000172693,0.0005651874,0.5369576812,0.00000060283306,0.0000441808,0.0009377502,0.5143873775,0.0000203715,0.0150346879,0.0001096099,0.0790131264,0.0000077608598,0.0003744361,0.0015599457,0.0005464632,0.0219644058,0.0000344572,0.4208240904,0.0004773101,0.0000060059448,0.0000010233435,0.00000096641138,0.0000009167877,0.0000162007,0.0060280249,0.0136266835,0.0418603452,0.0025123568,0.004342442,0.000000010962368,0.00000015633528,0.00000012507131,0.2347616019,0.00000012817563,0.1772736517,0.0000110168,0.0016902254,0.0010195432,0.0005288811,0.6705656356,0.1562883618,0.0085431682,0.8892064958,0.0000013845663,0.084789712,0.0000013990555,0.0000657303,0.00000024743747,0.0116709488,0.000000021895621,0,0.00000038193509,0.0001277876,0.0059722886,0.000174973,0.0000023629827,0.0000447467,0.0921844766,1.8454532942,0.0197354943,0.0000861836,0.0130418011,0.0000939188
"321","Bradford",16.699133502,9.5120186612,389.77021263,60.199074966,4009.006068,141.37640185,0.0039673161,0.000002010111,0.0000028215686,0.0008601781,0.000000048174857,0.00000001716475,0.0000078036706,0.0000206679,0.0000142283,0.1290755023,0.000000038573597,0.0010255435,0.0000010803516,0.0000000066,0.0000036905988,0.0000184581,0.0001138324,0.5368557396,0.00000026840278,0.0000491353,0.0002720663,0.4970901094,0.0000671807,0.0000128374,0.0000408303,0.0544331935,0.0000013293583,0.0000670743,0.0021758424,0.0003717982,0.0150318891,0.000014472,0.2529832495,0.0001174417,0.0000039755021,0.00000040941688,0.0000002688,0.00000010651833,0.0001402388,0.0001652103,0.0039666626,0.0129685662,0.0006174978,0.0018668202,0.0000016536456,0.00000010966619,0.0000000351525,0.0928748447,0.00000016285362,0.0261913249,0.0000039916359,0.0005477863,0.0005002724,0.0005041924,0.1918367125,0.0420848059,0.0001928269,0.8554490322,0.00000075018442,0.0390065559,0.00000038615,0.0000168298,0.000000045178917,0.016860768,0.000000751925,0.0000104199,0.000002950658,0.0001668553,0.0015414187,0.0000509242,0.00000058856008,0.0000214524,0.0482438299,0.8466131897,0.0126702229,0.0000270577,0.0001692164,0.000026796
"322","Brevard",12.097284989,7.9163764212,412.79958894,34.597286793,3401.2662247,144.49496118,0.0213477214,0.00000057417827,0.0000014639873,0.0004748131,0.000000031551685,0.00000007146163,0.0000492766,0.0000851605,0.0000238357,0.0987620521,0.00000066270036,0.0014970963,0.0000330439,0.0000000066,0.0000041152565,0.0000163598,0.0000515513,0.5370230227,0.00000017578804,0.000036196,0.0011365701,0.4969459914,0.0000947564,0.0000876463,0.0001615967,0.0676601554,0.00000627435,0.0003422411,0.00174256,0.0006860055,0.0303862048,0.0000344785,0.5872671095,0.000546921,0.00001962,0.00000054136908,0.0000011130663,0.00000055660268,0.0001199099,0.0080186986,0.0140179245,0.050990282,0.0011564127,0.0051620207,0.000000019714913,0.00000018056272,0.00000014445522,0.380864881,0.00000015759264,0.0342609599,0.0000026142824,0.0025266465,0.0004588967,0.0005113727,0.6577801088,0.1580476142,0.0115522604,0.8838060055,0.00000034311508,0.1264193587,0.0000016078304,0.0000739417,0.00000023553942,0.0126536896,0.000000008469783,0.0000109535,0.00000017363517,0.0001271196,0.0071981075,0.0001969507,0.00000061926652,0.0000382224,0.0843060266,2.5933923473,0.03708207,0.0001056996,0.0181086502,0.0001324302
"323","Broward",13.607951466,7.3718411401,590.53154058,67.149042351,4155.3166027,190.57188839,0.0269095103,0.0000013480447,0.00000087016923,0.0005577585,0,0.0000013446022,0.000088793,0.0001446482,0.0001009644,0.1247982282,0.00000091779767,0.0010363425,0.0000183061,0.0000000066,0.0000036533883,0.0000194362,0.0000908106,0.5372196,0,0.0000407096,0.001903999,0.4972378626,0.0000234993,0.0000043532288,0.0390568671,0.1131093255,0.0000110456,0.0006507853,0.0048166479,0.0011803826,0.0700800716,0.0508131228,1.105248017,0.0034950927,0.0019387713,0.00000060157025,0.0000020581384,0.00000094928184,0.0051524457,0.0111848103,0.0174497022,0.136905834,0.001753619,0.0117911517,0.0000000023745018,0.00000033422204,0.00000026736896,0.7436564182,0.000000097035944,0.0616636071,0.0006726567,0.0036662244,0.0007972133,0.0005352259,1.8941582151,0.3264683858,0.0047518783,1.0526286893,0,0.2444133972,0.0000029660201,0.000122499,0.00000047628214,0.0150197282,0,0,0.0000031523118,0.0001266667,0.0090812797,0.0009902868,0.0000006317326,0.0000516815,0.2403052703,3.6797233124,0.0615280117,0.0003170978,0.0248349036,0.00019171
"324","Calhoun",12.084393219,10.712384022,158.73984223,12.221846812,2431.5133437,29.63386991,0.0018766875,0.000000036414444,0.0000010987893,0.0000651607,0.000000018524707,0.000000005972,0.0000030006667,0.0000073114444,0.0000015024112,0.1346166367,0.000000043971111,0.0009383792,0.0000015988619,0.0000000066,0.0000014077471,0.0000127585,0.0000077446074,0.5369221902,0.00000010320908,0.000026931,0.0000935004,0.4968473255,0.0000488284,0.0001847143,0.0000137845,0.051151438,0.00000049792222,0.0000551584,0.0018960944,0.0001289897,0.0056931884,0.0000025957,0.1134394248,0.0000365822,0.00000075726667,0.00000015469323,0.000000093736667,0.000000043972222,0.0000038153968,0.0001541952,0.0014871987,0.0046240724,0.0007089657,0.0015318771,0.00000013307778,0.00000001537,0.000000012294667,0.0360994453,0.000000086929332,0.0323639335,0.0000015496758,0.0004292435,0.0005653984,0.0005036721,0.0685212623,0.0144182609,0.0003287699,0.8577310297,0.00000042272761,0.017061832,0.00000013437667,0.0000056273333,0.000000012134556,0.0177802288,0.00000028146667,0.0000011633333,0.0000010883491,0.0001423572,0.0003272422,0.0000180916,0.0000021913572,0.0000053789007,0.0243813154,0.3179406544,0.0097256855,0.0000096577792,0.0001389548,0.0000095516499
"325","Charlotte",11.710065359,7.9123692131,257.79331565,52.553351268,4048.8403297,199.19720524,0.0155095835,0.00000027470609,0.0000009969699,0.0002904859,0,0.000000061733391,0.0000306612,0.0000720929,0.0000148149,0.0589016489,0.0000013623421,0.0009354858,0.0000028449704,0.0000000066,0.0000017050565,0.0000147889,0.0000364797,0.5370671607,0,0.0000292726,0.00092724,0.4969033798,0.0000097948173,0.0000003858913,0.0001053934,0.0591261353,0.0000051313029,0.0000814059,0.0014461901,0.0006256709,0.0299878942,0.0000257184,0.7316916826,0.0005071867,0.0000112767,0.00000028076044,0.00000096137391,0.00000040330174,0.0000046279417,0.0049245143,0.0106388019,0.0420098651,0.0014550175,0.0046666945,0.000000029808841,0.00000015597565,0.00000012477696,0.3760210115,0.000000087927222,0.0204843205,0,0.0008785444,0.0004162042,0.0005095557,0.56540789,0.0724747412,0.0006558977,0.8518590523,0,0.114126889,0.0000013891043,0.0000641363,0.00000021157951,0.0077702928,0.000000037314217,0,0,0.0001284539,0.0053439029,0.0001756659,0.0000005931768,0.0000188278,0.0391868569,2.0163764273,0.0151363356,0.0001257037,0.0106025625,0.0000907255
"326","Citrus",8.7543344617,8.9996360742,394.0440408,50.21451273,3723.193733,134.30035536,0.0112816526,0.00000013318648,0.0000018152908,0.0000832458,0.00000029479159,0.000000030434444,0.0000151871,0.0000360911,0.0000080480851,0.1030882204,0.000000050427241,0.0011350018,0.00000054643238,0.0000000066,0.0000288269,0.0000187943,0.0000185171,0.5369011006,0.0000016424103,0.0000326377,0.0004802452,0.4967857971,0.0000469581,0.00000016345828,0.0000692267,0.0548402814,0.0000023431315,0.0000683242,0.001921223,0.0007226837,0.0253629648,0.0000129157,0.3446431187,0.0002077519,0.0000046051056,0.000002161583,0.00000047662778,0.00000018600407,0.0000259089,0.0025934052,0.0081030702,0.023425084,0.0008074035,0.0035217394,0.00000050320185,0.000000077857222,0.000000062285,0.1468050777,0.000000086713597,0.0721391954,0.0000244256,0.0005992108,0.0004828844,0.0006449875,0.2996483837,0.0703363353,0.0010434159,0.8573674911,0.000003824999,0.0636086757,0.00000068472778,0.000029565,0.000000068925185,0.0138116059,0.0000010356722,0.0000070864583,0.00000042750938,0.0001879956,0.0039320827,0.0000841956,0.00000058914136,0.0000642383,0.0424182192,1.1609227415,0.013859126,0.0000967154,0.0054316007,0.0000499472
"327","Clay",19.271616554,9.3143298566,505.34880255,68.031530256,4883.3384059,151.11140821,0.0154196361,0.0000031893841,0.0000031072959,0.0003607551,0.00000026108774,0.0000000544787,0.0000297886,0.0000662597,0.0000271812,0.1207530475,0.0000016361698,0.0012528456,0.0000047377426,0.0000000066,0.0000201667,0.0000276242,0.0001680951,0.5368701827,0.0000014546591,0.0000643826,0.0008549341,0.4977591355,0.0000787069,0.0000196004,0.000116648,0.0685601766,0.000004733235,0.0005588822,0.0044748643,0.0047289235,0.0279219214,0.0004252102,0.4288284063,0.0007567617,0.0000307664,0.0000020390623,0.00000089882009,0.0000004559075,0.0000704564,0.0048653064,0.010825073,0.0474679705,0.0014085859,0.0073554853,0.0000276745,0.00000021996098,0.000000110556,0.1957892592,0.00000020124334,0.0538541161,0.0000216338,0.001346769,0.0006083723,0.0005142308,0.4767505983,0.1813841429,0.0002044762,0.8860456671,0.0000051663939,0.0834156934,0.000001225965,0.0000555376,0.0000001878661,0.0157817196,0.00000061344,0,0.0000037961608,0.0001618346,0.0052798532,0.000148509,0.00000062506587,0.0001147294,0.1005918258,1.7156043058,0.0176216366,0.0000872129,0.0106630332,0.0000893536
"328","Collier",8.9718724492,7.2207689173,155.90896203,26.28677582,3109.9063846,157.90304433,0.0191114678,0.00000037173877,0.00000087469156,0.0011296318,0,0.000000096341038,0.0000554282,0.0001057338,0.000026801,0.1347552181,0.0000016938883,0.0010849946,0.00000046876666,0.0000000066,0.0000025010084,0.0000157598,0.0000613989,0.5371159377,0,0.000030777,0.0014811323,0.4970139037,0.0000396984,0.00000021083625,0.0001879889,0.0848495597,0.0000075143633,0.0000850752,0.0026599173,0.000829091,0.0388242615,0.0000384965,0.8270298809,0.0005911217,0.0000093708288,0.00000043675808,0.0000014983769,0.00000057255162,0.0000779024,0.0068492469,0.0127708561,0.057340398,0.0012506651,0.0054496177,0.00000012820501,0.00000024263258,0.00000019411202,0.4438546167,0.000000087262103,0.0298414178,0,0.0038097684,0.0004206921,0.0005168794,0.6527312504,0.1475017765,0.0001865232,0.8655516899,0.00000012410694,0.149759384,0.0000021679079,0.0001014485,0.00000034727436,0.0169326116,0.000000003868654,0.00000015825,0.00000023695453,0.0001408483,0.0065086763,0.0002390067,0.00000059021861,0.0000242555,0.05161641,2.2855360558,0.019823101,0.0001613523,0.0152591485,0.000158485
"329","Columbia",14.395364448,9.7490346907,291.69917638,56.990034997,5683.0789934,132.74877518,0.0093583818,0.00000020119917,0.0000024518864,0.0005526503,0.000000010901802,0.000000037673,0.000024921,0.0000442199,0.0000119617,0.2335037171,0.00000019472615,0.0009451426,0.000008116777,0.0000000066,0.0000017722159,0.0000151042,0.0000306266,0.5368537051,0.000000060738609,0.0000429279,0.0005673833,0.4968112838,0.0001821134,0.0000069386806,0.0000786027,0.0549405956,0.0000031328417,0.0004399355,0.0018011412,0.0009197796,0.0286218179,0.0000171033,0.3387887641,0.00030881,0.0000139483,0.00000024561521,0.00000058608875,0.00000026067917,0.0000209037,0.0015697385,0.0071571709,0.0264714571,0.0014858024,0.0038478529,0.00000066201667,0.00000009492,0.00000007593875,0.2033978894,0.00000016750907,0.0229604582,0.00000090329213,0.000616048,0.0012732601,0.0005137995,0.2819732556,0.0791985134,0.0002158858,0.8720759848,0.000000092967392,0.1519420307,0.000000847525,0.0000394573,0.00000014791983,0.0350853827,0.0000016024625,0.0000077633,0.0000046778167,0.0002068154,0.0033243406,0.0000987714,0.00000059624542,0.0000124744,0.0382127572,1.3083368689,0.0181278773,0.00005772,0.0030285601,0.0000566083
"330","DeSoto",9.6786860653,8.1675721619,333.66460632,82.356397064,3706.1211238,207.74703186,0.0071385657,0.000000116472,0.0000010757836,0.0001160361,0,0.000000028985,0.000006965,0.0000319157,0.00000333434,0.0348848533,0.000000038847333,0.0010077719,0.00000087957769,0.0000000066,0.00000075483333,0.000013316,0.00001422,0.5370543966,0,0.0000263356,0.0004445656,0.4967715443,0.0000114277,0.00000011220667,0.000060244,0.0558524383,0.0000021704467,0.000053076,0.0006104797,0.0004971414,0.0163262512,0.00000870806,0.3295302164,0.0001839733,0.00000312138,0.000000131458,0.000000450894,0.00000016793267,0.0000210861,0.0002750917,0.0056458224,0.0174800163,0.0006444635,0.002031729,0.00000026634667,0.00000007303,0.0000000584274,0.131580497,0.000000086979698,0.0094654198,0,0.0008177252,0.0005139761,0.0005025175,0.2214445238,0.0249194712,0.0000968759,0.8451959904,0.0000015990486,0.0895514735,0.000000652162,0.0000303874,0.00000010458307,0.0053227598,0.00000055678,0,0.0000225576,0.0001542997,0.0025835302,0.0000753463,0.0000005885742,0.0000063427344,0.0358586644,0.7955250533,0.0144737854,0.0000435838,0.0002992081,0.00004713
"331","Dixie",6.8071314743,9.2164712634,270.88617744,23.917760892,2903.4949687,93.77342376,0.0019124224,0.0000000161925,0.0000019162893,0.0000025109,0,0.0000000039595,0.00000140955,0.0000046955,0.0000006918,0.1071251176,0.00000000277566,0.0008629039,0.00000000148805,0.0000000066,0.000000111055,0.0000135191,0.0000027502895,0.5368422026,0,0.0000280972,0.0000611923,0.4966822377,0.0000226056,0.0000013473481,0.0000093054537,0.0503221878,0.0000002987,0.0000480827,0.0015039818,0.0000824392,0.004158,0.00000147815,0.134294343,0.0000228983,0.0000118763,0.000000018275,0.000000062065,0.000000023321667,0.0000018398566,0.0001534904,0.0012964686,0.0029773665,0.0004323235,0.0006954847,0.000000109825,0.000000010149,0.0000000081215,0.0351600813,0.000000086669843,0.0028190193,0,0.0015184377,0.0003906172,0.0005015335,0.0548688806,0.0095604335,0.000105311,0.8535630669,0.00000053762419,0.0114178402,0.00000008905,0.000003789,0.0000000077578333,0.0133561288,0.000000242,0,0.000000039730648,0.0001394923,0.0003293338,0.0000111128,0.00000058680237,0.0000011934048,0.0221713773,0.3352623968,0.0093984404,0.00000622675,0.0000573359,0.0000061847956
"332","Duval",25.19563967,9.8031798133,960.39384391,59.258646939,6722.7394169,174.03046504,0.0240101938,0.0001831548,0.0000034595485,0.000059911,0.00000038915381,0.00000010679593,0.0000744638,0.000153564,0.0000367426,0.1206067137,0.0000055352507,0.0024003499,0.0000213019,0.0000000066,0.0000330404,0.0000291007,0.0001702387,0.5368815321,0.0000021682229,0.0002047512,0.0017064758,0.5039151834,0.0000913017,0.0000533259,0.0002476447,0.09274914,0.0000090561742,0.0016840117,0.0071724459,0.00197875,0.0402480588,0.0001261942,1.0086510648,0.0068397889,0.0000413656,0.0000031543867,0.0000022319199,0.0000010759944,0.0001926342,0.0094595507,0.0167793897,0.089284446,0.0066678638,0.0098470219,0.0002311252,0.00000027002303,0.0000002159304,0.4670977669,0.00000036880363,0.1648535529,0.0000332039,0.0029526609,0.0011717152,0.0005466014,1.0287769178,0.4106263162,0.0009744193,0.8922262678,0.000004998495,0.2647591071,0.000002402888,0.0001100199,0.00000024461619,0.0154108352,0.000000143424,0.00000018749943,0.0000060518251,0.0001346342,0.0079635544,0.0002741975,0.00000074169407,0.0004878419,0.2751933737,3.7891898595,0.0333311175,0.0001691164,0.0220657014,0.0002000086
"333","Escambia",18.486110817,11.173043415,379.55589878,35.709451242,551.7666614,17.655860991,0.0195145913,0.0000066946743,0.00000086666667,0.0005663849,0.00000020663822,0.0000000840855,0.0000508679,0.0001094809,0.0000254303,0.096210195,0.0015460927,0.006013757,0.0000050513279,0.000000063098459,0.0000163051,0.0001437376,0.0008803233,0.5371656102,0.000001151288,0.0000456011,0.0012799071,0.4995273728,0.0000276238,0.0008060885,0.0001480258,0.0710943644,0.0000134061,0.0004800809,0.0045130807,0.001006728,0.0389519601,0.0001473444,0.5432720033,0.00079999,0.0000102177,0.0000017986121,0.0000013461273,0.0000020157942,0.0000602646,0.007283527,0.01488019,0.0629769702,0.0041766088,0.0079636585,0.000000091165172,0.0000002286304,0.00000016962276,0.3933964393,0.00000068488344,0.5377868052,0.0000171225,0.0016898158,0.0008134269,0.0005281326,1.0557386115,0.1550634684,0.0012260849,0.8875991356,0.0000026209819,0.1579501848,0.000001892766,0.0000878195,0.0000003092672,0.0129937335,0.00000016448621,0.000000071135431,0.0000060063026,0.0001369312,0.0067134893,0.0002351689,0.0000096796063,0.0000671564,0.0891760275,2.7517881818,0.026588546,0.0001666219,0.0157052362,0.0001257972
"334","Flagler",16.87179008,8.7138799038,408.13692416,53.770433511,3677.7928192,168.60090759,0.0078657569,0.00000320529,0.0000023520107,0.0000649792,0.000000098688954,0.000000023661667,0.0000121774,0.0000282072,0.0000231369,0.0982337343,0.00000051972778,0.0009295412,0.00000081631055,0.0000000066,0.0000072442192,0.0000258708,0.0001807567,0.5368894436,0.00000054983846,0.0000288302,0.0003683246,0.4981778846,0.0000283577,0.0000294879,0.0000482317,0.0683497496,0.0000023061889,0.0000879124,0.0046897218,0.0015755038,0.015623956,0.0000101454,0.4339047308,0.0001744722,0.000421074,0.00000078534759,0.00000037001667,0.00000024104,0.0000018528249,0.0007435807,0.0063529481,0.0184849967,0.000551649,0.0019706293,0.00000024795291,0.00000014663488,0.000000048275,0.1454605326,0.00000009969518,0.0128212387,0.0000081770848,0.0016180826,0.000494081,0.0005042743,0.2093553279,0.0827570694,0.0127952802,0.8532541688,0.0000010141246,0.0618028469,0.0000005324,0.0000234817,0.000000062225555,0.0123350078,0.00000056106667,0,0.000004589623,0.0001555832,0.0028329775,0.0000689725,0.00000061224444,0.0000267875,0.035953848,1.1183641953,0.0190680727,0.0000367229,0.0011427754,0.0000346462
"335","Franklin",8.6919132837,10.130412964,171.48880187,10.289220507,2483.7477628,38.560043226,0.0018585675,0.000000020213111,0.0000012023575,0.0000024312667,0,0.0000000021536,0.0000017096667,0.0000026301444,0.00000083,0.1119402562,0.000000040235556,0.0008143524,0.00000062178028,0.0000000066,0.000000062026666,0.0000123175,0.0001054996,0.5368720089,0,0.0000255116,0.0000401542,0.4975156462,0.0000867499,0.00000014327556,0.0000093893734,0.0541859693,0.00000020750444,0.0000428796,0.0006915742,0.0000424836,0.0019036667,0.0000011515667,0.0699935406,0.0000156744,0.00000026966667,0.000000009841,0.000000033617333,0.000000020950889,0.0000141351,0.0001302991,0.0014332891,0.0015421078,0.0004650682,0.0008666638,0.000000042314444,0.000000005467667,0.000000004374,0.0422011378,0.000000086731443,0.0028786293,0,0.0004398675,0.0004734283,0.0005004501,0.0216848275,0.0027933144,0.0000030896333,0.8521988414,0.0000021006211,0.0075365347,0.000000048463333,0.0000021665667,0.0000000062530336,0.015992851,0.0000001043,0.00000165175,0.0000022040935,0.0001319,0.0003236952,0.0000068011721,0.00000084681751,0.00000093609114,0.0221711234,0.4704569106,0.0077056796,0.000003587,0.0000962519,0.0000065223261
"336","Gadsden",11.498635088,10.999365424,154.39059001,14.276041747,2904.6976768,33.292414315,0.0057176615,0.00000025161037,0.0000012931808,0.0013068973,0.000000011871655,0.000000023418444,0.0000077482222,0.0000288656,0.0000038634393,0.1667012257,0.00000055295556,0.0009475224,0.00000039085914,0.0000000066,0.0000014717844,0.00001387,0.0000157258,0.536900745,0.000000066142077,0.0000302175,0.0003604248,0.4967612893,0.0000955966,0.0000016917037,0.0000490421,0.0544623532,0.0000023264148,0.0000769392,0.0026806744,0.0007050852,0.018843197,0.0000092908889,0.2668859828,0.0001516667,0.0000032282222,0.00000018967563,0.00000036728889,0.00000024901037,0.0000067163549,0.0001603166,0.0049900105,0.035710663,0.0007927869,0.0021973759,0.00000037689259,0.000000060147778,0.00000004812,0.1234757929,0.000000088624496,0.0813606425,0.0000009836514,0.0005280127,0.0007116003,0.0005038514,0.2701209534,0.1321913553,0.0000287023,0.8622257884,0.00000021896469,0.0608295797,0.00000052698889,0.0000226121,0.000000055746296,0.0232910962,0.00000085354444,0.0000192582,0,0.0001712662,0.0021369314,0.0000761398,0.0000019525888,0.000011222,0.042018754,1.1440804984,0.0137704604,0.0000402634,0.0001367828,0.000035567
"337","Gilchrist",10.305061848,9.4639155795,311.40586066,36.87842398,3604.1895161,112.10615606,0.0019209168,0.00000003329,0.0000021600924,0.001031361,0.000000025335361,0.000000008072,0.000002798,0.0000096871667,0.0000014422901,0.0990929178,0.0000000058734687,0.0008906705,0.00000036317643,0.0000000066,0.0000019181907,0.0000149541,0.0000053125879,0.5368481076,0.00000014115415,0.0000488924,0.0001254249,0.4966987237,0.0000245293,0.00000020521084,0.0000189605,0.0509374673,0.00000060476667,0.0000602504,0.0018775758,0.0001714119,0.0085905417,0.00000298525,0.1778855608,0.0000430283,0.0000167279,0.00000021129319,0.00000012695,0.000000047528333,0.0000301081,0.0001605769,0.0013329172,0.0060870709,0.0004764919,0.000766815,0.00000023198333,0.00000002087,0.000000016695,0.0460743444,0.000000090698955,0.0191327963,0.0000020992156,0.0004077424,0.0004025434,0.0005051283,0.0820564574,0.0207751651,0.0005054861,0.8515530227,0.00000029116482,0.0218413263,0.0000001816,0.0000075285,0.00000001424,0.0120423729,0.00000052915,0,0.0000079320184,0.0001532117,0.0003305044,0.0000242987,0.00000058695273,0.0000075080278,0.0228591752,0.333249996,0.0102813252,0.000012272,0.0000464337,0.0000122769
