"","County","HWYPROP","RYPROP","fatal_rate","pct_pub_transport","rate_al_pn_gm_env","rate_ent_env","rate_ed_env","rate_food_env_neg","rate_food_env_pos","rate_hc_env","rate_rec_env","rate_trans_env","rate_civic_env","to_unit_rate"
"817","Dubuque",0.08296606,0.16568394,0.000258,0.6,0.0008189,0.0005721,0.0004151,0.0009872,0.0016939,0.0029279,0.0002692,0.0001234,0.0001458,0.0238381
"818","Emmet",0,0.20026229,0.0003627,0.8,0.0003627,0.0003627,0.0004534,0.0012696,0.0018137,0.0030833,0.0003627,NA,0.0001814,0
"819","Fayette",0.01906408,0.1750183,0.0004544,0.1,0.0006361,0.0003635,0.0002726,0.001136,0.0019084,0.0028626,0.0001363,0.0000909,0.0001818,0
"820","Floyd",0.06470387,0.14236356,0.0002367,0.3,0.0002959,0.0004734,0.0005917,0.0009467,0.0015385,0.0031953,0.0005325,0.0001775,0.0000592,0.0204142
"821","Franklin",0.03687693,0.15709406,0.0003737,0.3,0.000654,0.0004671,0.0005605,0.0008408,0.0025224,0.0036435,0.0000934,0.0000934,NA,0
"822","Fremont",0.05434703,0.17514784,0.0012484,0.2,0.0004994,0.0002497,0.0004994,0.0004994,0.0018727,0.002372,NA,NA,NA,0.0104869
"823","Greene",0.02097419,0.14151848,0,0.3,0.0003859,0.0005788,0.0002894,0.0009647,0.0023153,0.00164,0.0003859,0.0000965,0.0000965,0
"824","Grundy",0.07037333,0.14502525,0.0004851,0.1,0.0007276,0.0003234,0.0007276,0.0008893,0.0014553,0.0025063,0.0004042,NA,0.0002425,0
"825","Guthrie",0,0.15546785,0.0002642,0.1,0.0006166,0.0003523,0.0001762,0.0005285,0.0023782,0.0034352,0.0004404,NA,0.0000881,0
"826","Hamilton",0.07825068,0.18604815,0.0004258,0.2,0.0007909,0.0004867,0.0006692,0.0008517,0.0019467,0.0023726,0.0001825,0.0001217,NA,0
"827","Hancock",0.02094328,0.1322431,0.0004132,0.2,0.0002479,0.0007438,0.0002479,0.0008264,0.0014876,0.0017355,NA,NA,NA,0
"828","Hardin",0.03877821,0.18900352,0.0001595,0.1,0.0005316,0.0003721,0.0006379,0.0007974,0.0014353,0.0032426,0.0002126,0.0001063,0.0000532,0
"829","Harrison",0.06956601,0.12170694,0.0005107,0.1,0.000766,0.0001277,0.000383,0.0009575,0.0021065,0.0025533,0.0002553,0.0000638,NA,0.0033831
"830","Henry",0.0937332,0.13582378,0.0006884,0.4,0.0001475,0.0004917,0.0003934,0.0009835,0.0014752,0.0030488,0.000295,0.0000492,0.0001475,0
"831","Howard",0.02495035,0.12438733,0.0005034,0.3,0.0007048,0.0005034,0.0008055,0.0007048,0.0014096,0.0028192,NA,NA,0.0001007,0
"832","Humboldt",0,0.20511118,0.0001927,0.3,0.0001927,0.0007706,0.0003853,0.0010596,0.0015413,0.0025046,0.000578,0.0000963,0.0001927,0
"833","Ida",0.0203582,0.16329587,0.0003828,0.3,0.000638,0.0003828,0.0005104,0.0011484,0.0022968,0.0035728,NA,0.0002552,NA,0
"834","Iowa",0.04108528,0.19362917,0.0005105,0.1,0.0005743,0.0010848,0.0003191,0.0009572,0.0027439,0.0032544,0.0001276,0.0000638,0.0001276,0
"835","Jackson",0.03340138,0.17945546,0.0004434,0.3,0.0009854,0.0004927,0.0002956,0.0009854,0.0017245,0.0026606,0.0002464,NA,0.0000493,0
"836","Jasper",0.06574087,0.15226033,0.0005643,0.5,0.0001612,0.0004031,0.0004568,0.0009137,0.001478,0.0021229,0.00043,0.0000537,0.0000537,0
"837","Jefferson",0.05340562,0.13693216,0.0001236,0.2,0.0004944,0.0008652,0.0007416,0.000927,0.0019776,0.0030282,0.000309,0.0000618,0.0001236,0
"838","Johnson",0.06042699,0.17149251,0.0002522,5.3,0.0003964,0.0006216,0.0006666,0.0007747,0.0017386,0.0034322,0.0002162,0.0001351,0.0001081,0.0118552
"839","Jones",0.04649831,0.16756125,0.0001978,0,0.0006923,0.0004451,0.0004451,0.0009891,0.001632,0.0024727,0.0002473,0.0001484,0.0000989,0
"840","Keokuk",0,0.17807859,0.0011404,0.1,0.0005263,0.0001754,0.0002632,0.0007895,0.0016667,0.0015789,0.0002632,NA,0.0000877,0.0335965
"841","Kossuth",0.01244951,0.14615332,0.0005244,0.4,0.0009905,0.0004079,0.000874,0.0013984,0.0021558,0.0032046,0.0001748,NA,NA,0.0016314
"842","Lee",0.09514698,0.13167771,0.0001314,0.3,0.0005782,0.000473,0.0003416,0.0010775,0.001498,0.0035478,0.0002891,0.0001051,0.0000526,0.0154263
"843","Linn",0.04915738,0.19024305,0.0001982,1.1,0.0004956,0.0005999,0.0005529,0.0008607,0.0015023,0.0029942,0.0001826,0.0001095,0.0000522,0.0065988
"844","Louisa",0.02467536,0.16435235,0.0004925,0.5,0.0006567,0.0002462,0.0001642,0.0007387,0.0011491,0.0018058,0.0003283,NA,NA,0
"845","Lucas",0.03033298,0.09365294,0.0006368,0.3,0.0003184,0.0005307,0.0006368,0.0008491,0.0012736,0.003927,0.0006368,NA,0.0003184,0.0080662
"846","Lyon",0.00676316,0.18437032,0.0005951,0.3,0.0004251,0.000085,0.00034,0.0005951,0.0011052,0.0026354,0.000255,0.000085,NA,0.0030604
"847","Madison",0.00349865,0.14367658,0.0000713,0.2,0.000214,0.0003567,0.0003567,0.0007133,0.001284,0.0028533,0.0002853,NA,NA,0.0032813
"848","Mahaska",0.05768929,0.11110015,0.0000895,0.2,0.0002239,0.0004477,0.0004925,0.0007164,0.0017909,0.0027759,0.0003582,0.0001343,NA,0.0102977
"849","Marion",0.02299502,0.17180822,0.0002184,0.7,0.0003432,0.0004056,0.0001872,0.0008424,0.0012168,0.0028703,0.0002808,0.0000936,NA,0.0097342
"850","Marshall",0.0433147,0.19645821,0.0003561,0.5,0.0005596,0.0003053,0.000407,0.001221,0.0012465,0.0026201,0.0003053,0.0001781,0.0000509,0.0114217
"851","Mills",0.07469109,0.15175793,0.000275,0.1,0.0006874,0.0004125,0.0004812,0.0007562,0.0010999,0.0016498,0.0004125,NA,0.0001375,0.0027497
"852","Mitchell",0,0.18422701,0.0008277,0.2,0.0008277,0.0004598,0.0004598,0.0008277,0.0012875,0.0021151,0.0003678,NA,NA,0
"853","Monona",0.03671911,0.15856075,0.0006986,0.2,0.0008982,0.0002994,0.0006986,0.0010978,0.0023952,0.0036926,0.0001996,NA,0.0001996,0.0061876
"854","Monroe",0.03119726,0.07440253,0,0.2,0.0003743,0.0003743,0.0003743,0.0008733,0.0021208,0.002994,0.0001248,NA,NA,0.0132236
"855","Montgomery",0.04816949,0.12149266,0.0001699,0.3,0.0012743,0.0007646,0.0005097,0.0015292,0.001784,0.0042477,0.0002549,0.000085,0.0002549,0.0096848
"856","Muscatine",0.054986,0.16298746,0.0006471,0.9,0.0005513,0.0003356,0.0003595,0.000719,0.0017017,0.0025167,0.0002157,0.0000719,0.0000959,0.0126312
"857","O'Brien",0.03379684,0.15465929,0,0.9,0.0005959,0.0003973,0.0006622,0.0013243,0.0019865,0.0039068,0.0003311,NA,NA,0
"858","Osceola",0.04501431,0.16679326,0,0.1,0.000714,0.0004284,0.0004284,0.0002856,0.0017136,0.0021419,NA,NA,NA,0
"859","Page",0.02115282,0.13943198,0.0002356,0.3,0.0004713,0.0002945,0.0005891,0.0009425,0.0022974,0.0052427,0.0005891,0.0000589,0.0002356,0.0099552
"860","Palo Alto",0.02354954,0.11619154,0.0003942,0.6,0.0001971,0.0002957,0.0004928,0.0009855,0.001971,0.002858,0.0001971,NA,0.0002957,0.0097566
"861","Plymouth",0.03156186,0.18608131,0.0002415,0.1,0.0006036,0.0005232,0.0003622,0.0007646,0.00165,0.002656,0.000161,0.0000402,0.0002012,0
"862","Pocahontas",0,0.1665041,0.0005772,0,0.0004618,0.0005772,0.0006927,0.0009236,0.001039,0.0028862,0.0001154,0.0001154,NA,0
"863","Polk",0.0627335,0.18745829,0.0001602,1.9,0.0004618,0.0004992,0.000662,0.0009156,0.00189,0.0039349,0.0002429,0.0000721,0.0001121,0.0122477
"864","Pottawattamie Cou",0.08514653,0.16423379,0.0004675,0.5,0.0005359,0.0004219,0.0005131,0.0007297,0.0013796,0.0031812,0.0003079,0.000114,0.0000912,0.0107977
"865","Poweshiek",0.06068435,0.11329134,0.0003189,0.1,0.0002126,0.0004252,0.000372,0.0008504,0.0016476,0.0026575,0.0005315,0.0001063,0.0001063,0.0088227
"866","Ringgold",0,0.15119395,0,0.2,0.0007314,0.0001828,0.0005485,0.0005485,0.0029256,0.0031084,0.0007314,NA,0.0001828,0.0047541
"867","Sac",0.06540517,0.10242978,0,0.2,0.0006072,0.0005204,0.0001735,0.0006939,0.0018215,0.0020817,0.0001735,0.0002602,0.0001735,0
"868","Scott",0.07990674,0.21218011,0.0001576,0.7,0.0004979,0.0005105,0.0004349,0.0007752,0.0016197,0.0037437,0.0002332,0.0001134,0.0001008,0.0054579
"869","Shelby",0,0.16797265,0,0.1,0.0006073,0.0006073,0.0004555,0.000835,0.0016701,0.0025051,0.0001518,0.0000759,0.0002277,0
"870","Sioux",0.04598811,0.13622082,0.0003482,0.2,0.0001899,0.0003482,0.0002849,0.000918,0.0015195,0.0027225,0.0002216,NA,0.000095,0.0024376
"871","Story",0.04150331,0.19741163,0.0003126,4.1,0.0003626,0.0006251,0.0005876,0.0009877,0.0016879,0.002213,0.0001875,0.0000875,0.0001625,0.0028632
"872","Tama",0.02589685,0.15403239,0.0001105,0,0.0005524,0.000221,0.0003867,0.0007734,0.0016572,0.0024305,0.000221,NA,0.0000552,0
"873","Taylor",0,0.16722409,0,0.1,0.0001437,0.0002874,0.0004312,0.001006,0.0017246,0.0028744,0.0005749,0.0001437,0.0007186,0.0043116
"874","Union",0.0299321,0.07224099,0.0007312,1.6,0.0005687,0.0004874,0.0004062,0.0013811,0.0014623,0.0044683,0.0006499,NA,0.0002437,0.0959461
"875","Van Buren",0,0.17199729,0.0025611,0.3,0.0002561,0.0005122,0.0005122,0.0008964,0.0017928,0.0019209,0.0003842,NA,NA,0
"876","Wapello",0.08228229,0.12670508,0.000527,1,0.0006935,0.0003606,0.0003051,0.0010541,0.001803,0.0037724,0.0003883,0.0000832,0.0001664,0.0299576
"877","Warren",0.03713749,0.18474776,0.0005901,0.4,0.0002705,0.0003442,0.0004672,0.0009343,0.0011064,0.001967,0.0003688,NA,0.0000738,0.0042045
"878","Washington",0.04077944,0.13779966,0.0000484,0.4,0.000387,0.0005322,0.0004838,0.0009192,0.0017417,0.0030963,0.0001451,0.0001451,0.0001451,0
"879","Wayne",0,0.15818778,0.0010401,0,0.0007429,0.0002972,0.0007429,0.0005944,0.0022288,0.0032689,0.0004458,NA,0.0002972,0
"880","Webster",0.02618952,0.1953211,0.0002485,0.4,0.0007705,0.0005716,0.0003977,0.0012676,0.0015161,0.0040512,0.0003231,0.0001988,0.0002237,0.0275631
"881","Winnebago",0,0.1937953,0.0003412,0.1,0.0006824,0.0005118,0.0006824,0.0009383,0.0018767,0.0027297,0.0002559,0.0000853,NA,0
"882","Winneshiek",0,0.19363488,0.0010793,0.2,0.0008447,0.000657,0.0002346,0.0010793,0.0014078,0.0022525,0.0001877,0.0000939,0.0000939,0.0040357
"883","Woodbury",0.06797041,0.15805374,0.000154,1,0.0006546,0.0005102,0.000414,0.0010108,0.0018098,0.0033982,0.0001829,0.0000866,0.0002022,0.0147097
"884","Worth",0.04075144,0.21215574,0,0.3,0.0010115,0.0005058,0.0002529,0.0006322,0.0018966,0.0016437,NA,0.0001264,0.0002529,0
"885","Wright",0.00878066,0.17707934,0.0004883,0.4,0.0007674,0.0004186,0.0002791,0.0010465,0.0020929,0.0036975,0.0002791,NA,0.0000698,0
"886","Allen",0.04187642,0.07132753,0.0006952,0.1,0.0006952,0.0005561,0.0002086,0.0014599,0.0018074,0.0032673,0.0003476,0.0002781,NA,0.0149461
"887","Anderson",0.02337083,0.09390945,0.0008631,0.4,0.0004932,0.0004932,0.0006165,0.0006165,0.0022195,0.0029593,0.0004932,0.0002466,NA,0
"888","Atchison",0,0.12594996,0.0001788,0.5,0.0005365,0.0004769,0.0005962,0.0009539,0.0018481,0.0045308,0.0001788,0.0000596,0.0001192,0.0138309
"889","Barber",0.03555255,0.11329443,0,0.8,0.0007537,0.0007537,0.0007537,0.0016959,0.0022612,0.0037686,0.0003769,NA,0.0001884,0.0075372
"890","Barton",0.04282114,0.1098576,0.0001418,0.2,0.0008155,0.0006027,0.00039,0.0010991,0.0021273,0.0040773,0.0004609,0.0001773,0.0001418,0.0064173
"891","Bourbon",0.03895425,0.11768019,0.0009103,0.1,0.0007153,0.0005202,0.0005202,0.0010404,0.0011704,0.0044216,0.0003901,0.0002601,NA,0.01372
"892","Brown",0.03737052,0.0984892,0.0008392,0,0.0000932,0.000373,0.0006527,0.0015852,0.0020515,0.0036367,0.0002797,NA,NA,0.0225662
"893","Butler",0.0426226,0.12039429,0.0004875,0.1,0.0003026,0.0002354,0.0003699,0.0006725,0.0010928,0.002236,0.0002858,0.0000504,0.0000336,0.0010423
"894","Chase",0.07861917,0.05499767,0.0042904,0.3,0.0006601,0.0006601,0.00033,0.0009901,0.0009901,0.0006601,NA,NA,NA,0.0066007
"895","Chautauqua",0,0.07526172,0,0.1,0.0004588,0.0002294,0.0002294,0.0006882,0.0013765,0.0029823,0.0004588,NA,NA,0
"896","Cherokee",0,0.1029894,0.0005309,0.1,0.0004866,0.0002212,0.0006193,0.0010617,0.0015041,0.0019465,0.000177,NA,0.0001327,0.0026543
"897","Cheyenne",0,0.08454347,0,0,0.000316,0.000316,0.0009479,0.0006319,0.0018957,0.0028436,NA,0.000316,0.000316,0.0126382
"898","Clark",0.00773221,0.07017537,0.0020921,0.4,0.0004184,0.0004184,0.0004184,0.0016736,0.0016736,0.0037657,NA,NA,0.0004184,0
"899","Clay",0,0.15043478,0.0001134,0.2,0.0007935,0.0004534,0.0002267,0.0015869,0.0014736,0.0032872,0.0005668,NA,0.0001134,0.0172297
"900","Cloud",0.03219413,0.09909697,0.0000974,0.2,0.0005843,0.0002922,0.0010713,0.0011687,0.0021426,0.003506,0.0001948,0.0001948,0.0003896,0
"901","Coffey",0.04240597,0.09401858,0.0001128,0,0.000564,0.0003384,0.0006768,0.0009024,0.0012408,0.0022561,0.0004512,0.0001128,NA,0
"902","Comanche",0,0.08112026,0,0.7,0.0005084,NA,0.0010168,0.0020336,0.0025419,0.0030503,NA,NA,NA,0
"903","Cowley",0,0.11795763,0.0003858,0.1,0.0006613,0.0003858,0.0004133,0.000744,0.001736,0.0024524,0.0004684,0.0000827,0.0001653,0.0126753
"904","Crawford",0,0.14586513,0.0002353,0.3,0.0008629,0.0004445,0.0006276,0.0008891,0.0020658,0.0044454,0.0002615,0.0001307,0.0000523,0.0231159
"905","Decatur",0.03528251,0.03429058,0,0.1,0.0008641,0.0011521,0.000576,0.0011521,0.0025922,0.0043203,0.000576,0.000288,0.000576,0.0086406
"906","Dickinson",0.02891884,0.13436843,0.0004653,0.3,0.0004653,0.000672,0.0005687,0.0009822,0.0018093,0.00305,0.0004653,NA,0.0002068,0.0046009
"907","Doniphan",0.0403581,0.09136542,0.0014547,0.1,0.0007274,0.0001212,0.0002425,0.0006061,0.001091,0.0013335,0.0001212,NA,NA,0
"908","Douglas",0.04139012,0.1712436,0.0004002,1,0.0006302,0.0006502,0.0005202,0.0009904,0.0018107,0.0034213,0.0003001,0.00009,0.00006,0.0099538
"909","Edwards",0.01349737,0.10203022,0.0002899,0.3,0.0011598,0.0008698,0.0005799,0.0008698,0.0017396,0.0034793,NA,NA,NA,0.0110177
"910","Elk",0,0.06612406,0.00092,0,NA,0.0003067,0.0003067,0.00092,0.0012266,0.0012266,NA,NA,NA,0.0128795
"911","Ellis",0.0549682,0.06770315,0.0009089,0,0.0007634,0.0005453,0.000618,0.0014905,0.0018541,0.0055622,0.0006907,0.0001091,0.0002545,0.0040717
"912","Ellsworth",0.06847854,0.09845542,0.0024521,0,0.0007663,0.0009195,0.000613,0.0007663,0.0018391,0.0032184,0.0010728,NA,0.0003065,0
"913","Finney",0.03281273,0.06624951,0.0004689,0.4,0.0006416,0.0004442,0.0004689,0.0007403,0.0014806,0.003134,0.0004935,0.0000494,0.0000987,0.0024677
"914","Ford",0.05976999,0.10073143,0.0008627,0.5,0.0005238,0.0003697,0.0004621,0.0008935,0.0021566,0.0033582,0.0002465,0.0000308,0.0000308,0.0260645
"915","Franklin",0.06623335,0.08037369,0.0004842,0.4,0.0003228,0.0003228,0.0005649,0.000807,0.0014122,0.0022192,0.0002824,0.0002017,0.0001614,0.020134
"916","Geary",0.08773147,0.11785006,0.0003936,0.7,0.0010735,0.0001789,0.0007872,0.0009303,0.0012166,0.0021111,0.0001789,0.0002863,0.0001073,0.0067628
"917","Gove",0.04375124,0.04372137,0.0084746,0,0.0003259,NA,0.0006519,0.0003259,0.0019557,0.0026076,NA,NA,NA,0
"918","Graham",0,0.08580563,0.0010183,0.2,0.0013578,0.0003394,0.0006789,0.0010183,0.0023761,0.0047522,0.0003394,NA,NA,0.0753564
"919","Grant",0,0.06274775,0.0017701,0,0.0005058,0.0003793,0.0006322,0.0006322,0.0029081,0.0035403,0.0005058,0.0001264,0.0002529,0.0050575
"920","Gray",0.01937885,0.11479219,0.0006775,0,0.0006775,0.0005081,0.0001694,0.0003388,0.0020325,0.0018631,NA,0.0001694,NA,0
"921","Greeley",0,0.05179938,0.0006519,0.7,0.0013038,0.0006519,0.0006519,0.0006519,0.0019557,0.0013038,NA,NA,NA,0
"922","Greenwood",0.01930719,0.07236134,0.000782,0.2,0.000782,0.0006516,0.0002607,0.0011729,0.0020852,0.0020852,0.0001303,NA,0.0001303,0
"923","Hamilton",0.02011972,0.02606765,0.0003745,0,0.0003745,0.0003745,0.0003745,0.0003745,0.0014981,0.0029963,NA,NA,NA,0
"924","Harper",0,0.12733288,0.001377,0.2,0.000918,0.000459,0.000459,0.001377,0.002448,0.003366,0.000153,0.000153,NA,0.0070379
"925","Harvey",0.04080246,0.1637084,0.0002738,0.5,0.0003347,0.0006085,0.0004868,0.0009127,0.0018863,0.0032553,0.000213,NA,0.0000913,0.0104658
"926","Haskell",0.0182533,0.07538597,0.0016253,0.1,0.0002322,NA,NA,0.0013931,0.0030183,0.0013931,NA,0.0002322,NA,0
"927","Hodgeman",0,0.07161662,0.0009592,0,NA,NA,NA,NA,0.0014388,0.0019185,NA,NA,NA,0.0095923
"928","Jackson",0.0366216,0.05315575,0.0009481,0.4,0.0007111,0.000158,0.0005531,0.0006321,0.0018172,0.0024492,0.000158,0.000079,0.000079,0.0047405
"929","Jefferson",0,0.15205069,0.0004884,0.1,0.0002171,0.0003256,0.000597,0.0007598,0.001194,0.0021708,0.0004884,0.0000543,0.0001085,0.0013025
"930","Jewell",0.01732615,0.05926682,0.0002638,0.2,0.0010551,0.0002638,0.0005276,0.0007913,0.0026378,0.0015827,0.0013189,NA,NA,0.0063308
"931","Johnson",0.03768326,0.20139373,0.0001153,0.3,0.0003392,0.0004855,0.000634,0.0007959,0.0017092,0.0041566,0.0002306,0.0001264,0.0000554,0.0046244
"932","Kearny",0.01839297,0.02872806,0.0002207,0,0.0002207,0.0004414,0.0004414,0.0011035,0.0008828,0.0013242,0.0002207,NA,NA,0
"933","Kingman",0.03222396,0.14218642,0.0003459,0.1,0.0002306,0.0004612,0.0003459,0.0010377,0.0016142,0.0024213,NA,NA,NA,0
"934","Kiowa",0.02866407,0.06425996,0,0.3,0.0003051,0.0003051,0.0009152,0.0009152,0.0024405,0.0033557,0.0006101,NA,NA,0
"935","Labette",0.00129295,0.11826521,0.0008758,0.2,0.0004817,0.0000876,0.0002628,0.00127,0.0015765,0.0035472,0.000219,0.0001314,0.0000876,0.005693
"936","Lane",0,0.09131234,0.0051044,0,0.000464,0.0009281,0.000464,0.0013921,0.0023202,0.0013921,NA,NA,NA,0
"937","Leavenworth",0.02805604,0.16864152,0.0002038,0.5,0.0003639,0.0004367,0.0006405,0.0006697,0.0010918,0.0024603,0.000262,0.0001019,0.0000291,0.0064637
"938","Lincoln",0.01203955,0.09909508,0,0.6,0.000559,0.0002795,0.000559,0.0008385,0.0027949,0.0027949,0.000559,NA,NA,0.0055897
"939","Linn",0.02798506,0.09080995,0.0008359,0.3,0.0001045,0.0003135,0.0001045,0.0007315,0.0020899,0.0017764,0.000209,0.0001045,0.0001045,0.0060606
"940","Logan",0.03093215,0.09039502,0,0,0.0009849,0.0013132,0.0003283,0.0016415,0.0029547,0.0019698,0.0003283,NA,0.0003283,0.0137886
"941","Lyon",0.0660745,0.09015234,0.0005009,0.4,0.00064,0.0003618,0.0005287,0.0010018,0.0016975,0.0030611,0.0003061,0.0000278,0.0001113,0
"942","McPherson",0.04340221,0.13669999,0.0006091,0.4,0.0002707,0.0005075,0.000406,0.0010489,0.0015903,0.0029099,0.000203,0.000203,0.0000677,0.0041957
"943","Marion",0.03003719,0.09240356,0.0007484,0.7,0.0002994,0.0008981,0.0005239,0.0008981,0.0022453,0.0021705,0.0002994,NA,NA,0.0056882
"944","Marshall",0.04189049,0.04332574,0,0.1,0.0007296,0.0006384,0.0002736,0.0011856,0.0020064,0.0040128,0.0003648,0.0000912,NA,0.0032832
"945","Meade",0.02611901,0.11330298,0.0019434,0,0.0006478,0.0002159,0.0004319,0.0008637,0.0017275,0.0017275,NA,NA,NA,0
"946","Miami",0.03919644,0.13189942,0.0016225,0.5,0.000388,0.0002116,0.0004233,0.0009876,0.0011993,0.0017283,0.0002822,0.0002116,0.0001058,0.0031745
"947","Mitchell",0,0.09495947,0.0010098,0.1,0.0011541,0.0001443,0.0008656,0.0004328,0.0031737,0.0036065,0.0001443,NA,NA,0.0106751
"948","Montgomery",0.01933997,0.11619277,0.000662,0.2,0.0007724,0.0005241,0.0005793,0.0012137,0.0019309,0.0037515,0.0001931,0.0001655,0.0000828,0.000662
"949","Morris",0.011808,0.10566798,0.0006553,0,0.0013106,0.0003277,NA,0.0004915,0.0013106,0.0019659,0.0004915,0.0001638,0.0001638,0
"950","Morton",0,0.13318167,0,0.3,0.000286,0.0005721,NA,0.0008581,0.0020023,0.0025744,NA,NA,NA,0
"951","Nemaha",0.01876148,0.06663922,0.001213,0.2,0.0008398,0.0005599,0.0006532,0.0011197,0.0019595,0.0035458,0.0004665,NA,0.0000933,0.0095176
"952","Neosho",0.02228955,0.1038395,0.0004118,0.1,0.0007648,0.0002353,0.0008237,0.0011767,0.0017062,0.0032947,0.000353,0.0002353,NA,0.0096488
"953","Ness",0,0.06809044,0.0002895,0.4,0.0011581,0.000579,0.000579,0.0008686,0.0026057,0.0034742,NA,NA,NA,0
"954","Norton",0.01916378,0.06800345,0,0.6,0.0006719,0.000336,0.0010079,0.0008399,0.0016798,0.0031917,0.000336,NA,0.000168,0.0073912
"955","Osage",0.05335223,0.09850153,0.0008377,0.2,0.0004189,0.0002393,0.0004189,0.0007779,0.0013763,0.0014361,0.000359,0.0000598,0.0001795,0
"956","Osborne",0,0.08749976,0,0.6,0.0008985,0.0002246,0.0008985,0.0011231,0.0040431,0.0040431,0.0006739,NA,NA,0.017071
"957","Ottawa",0.03759668,0.09909484,0.0012981,0.2,0.0014603,0.0003245,0.000649,0.0001623,0.0021094,0.0027584,NA,NA,0.0001623,0.0932987
"958","Pawnee",0.02807701,0.08192791,0.0012443,0,0.0002765,0.0002765,0.000553,0.0013826,0.0020738,0.0035946,0.0001383,NA,0.0002765,0
"959","Phillips",0.03432728,0.05121732,0.0006666,0.1,0.0004999,0.0001666,0.0008332,0.0011665,0.0021663,0.0038327,NA,0.0003333,NA,0.0093318
"960","Pottawatomie",0,0.15980544,0.0004943,0.1,0.0004943,0.0001648,0.0007139,0.000659,0.0015377,0.0034049,0.0005492,0.0001648,0.0002746,0.0017574
"961","Pratt",0.04003516,0.0818706,0,0.2,0.0005183,0.000622,0.000311,0.0014512,0.0030061,0.0050793,0.000622,NA,NA,0
"962","Rawlins",0,0.05308683,0,1.2,0.0006743,0.0003372,0.0003372,0.0003372,0.0030344,0.0037087,NA,NA,NA,0.0080917
"963","Reno",0,0.20430917,0.0003704,0.3,0.0005711,0.0004476,0.0003859,0.0008643,0.001775,0.0029789,0.0003396,0.0000617,0.0000617,0.005649
"964","Republic",0.05336449,0.07411368,0.0010283,0.5,0.0005141,0.0008569,0.0010283,0.0005141,0.0006855,0.0027421,0.0003428,NA,NA,0.0041131
"965","Rice",0.01864609,0.09376573,0.0002788,0.5,0.0003717,0.0005576,0.0004646,0.0011151,0.0017656,0.0020444,NA,NA,0.0000929,0.0128241
"966","Riley",0.05074099,0.0695128,0.0003023,0.4,0.0005092,0.0004137,0.0005569,0.0008593,0.0014799,0.0026892,0.0003183,0.0000477,0.0000637,0.0126028
"967","Rooks",0.02023607,0.07424271,0.0003518,0.2,0.0015831,0.0001759,0.0003518,0.001759,0.0028144,0.0026385,0.0001759,NA,NA,0
"968","Rush",0.01621563,0.10221651,0.0002816,0.1,0.0014081,0.0002816,0.0002816,0.0019713,0.0011264,0.0022529,NA,NA,NA,0
"969","Russell",0.03921315,0.08146475,0.0010855,0.5,0.0012212,0.0005427,0.0005427,0.0009498,0.002171,0.0032564,0.0002714,0.0004071,NA,0.0122117
"970","Saline",0.06638527,0.12002281,0.0007463,0.5,0.0006157,0.0005411,0.0007836,0.0011008,0.0020337,0.0036009,0.0002985,0.0001679,0.0001493,0.0088438
"971","Scott",0.02683703,0.03275631,0.0005859,0,0.0003906,0.0007813,0.0007813,0.0009766,0.0013672,0.0027344,0.0007813,NA,NA,0
"972","Sedgwick",0.04203892,0.1820446,0.0001855,0.7,0.0004438,0.0004019,0.0004549,0.000806,0.0015435,0.0031378,0.0002495,0.0000685,0.0000795,0.0067282
"973","Seward",0.04256395,0.05356793,0.000311,0.2,0.0005331,0.0005775,0.0002665,0.0009773,0.0017326,0.0037317,0.0001333,0.0000888,0.0000444,0.0044425
"974","Shawnee",0.06954,0.16793029,0.0003238,0.9,0.0004651,0.0004062,0.0005592,0.0009007,0.0014658,0.0031082,0.0002943,0.0001001,0.0001413,0.0107729
"975","Sheridan",0.00780677,0.04597115,0.001422,0,0.0003555,NA,NA,0.0003555,0.001422,0.0017775,0.0017775,NA,NA,0.0106648
"976","Sherman",0.03844825,0.04696857,0,0.2,0.0004438,0.0004438,0.0011834,0.0013314,0.0014793,0.0048817,0.0004438,0.0001479,NA,0.012426
"977","Smith",0.01793926,0.08430642,0.0017637,0.3,0.0004409,0.0002205,0.0004409,0.0008818,0.0019841,0.0039683,0.0002205,NA,NA,0.0026455
"978","Stafford",0.01787097,0.08995385,0.0008352,0.1,0.0008352,0.0008352,0.0006264,0.0010441,0.0029234,0.003341,0.0002088,NA,NA,0.0062644
