"","County","HWYPROP","RYPROP","fatal_rate","pct_pub_transport","rate_al_pn_gm_env","rate_ent_env","rate_ed_env","rate_food_env_neg","rate_food_env_pos","rate_hc_env","rate_rec_env","rate_trans_env","rate_civic_env","to_unit_rate"
"1815","Roosevelt",0.04116702,0.09466014,0.0002775,0.1,0.000222,0.000222,0.000555,0.000444,0.001665,0.001998,0.0002775,0.0000555,NA,0
"1816","Sandoval",0.02395331,0.03959375,0.0004783,0.5,0.000178,0.0005005,0.000456,0.0004783,0.0009788,0.0019131,0.0001001,0.000089,0.0000222,0.002636
"1817","San Juan",0.04188367,0.03369879,0.0010633,0.1,0.0003076,0.0003866,0.0004394,0.0006942,0.0014587,0.0023111,0.0002636,0.0000879,0.0000615,0.0028119
"1818","San Miguel",0.03465735,0.05310455,0.0005643,0.3,0.0004315,0.0004979,0.0005975,0.0007635,0.0018257,0.00239,0.0001328,0.0002324,0.0000996,0.0158003
"1819","Santa Fe",0.05068617,0.07812291,0.0002552,0.9,0.000263,0.0019645,0.0007193,0.0006497,0.0022585,0.0059014,0.000263,0.0000773,0.0001238,0.0159793
"1820","Sierra",0.03308613,0.0241435,0.0006782,0,0.0002261,0.0003768,0.0003768,0.0008289,0.0019593,0.00211,0.0012057,0.0001507,NA,0.0218538
"1821","Socorro",0.05773809,0.01435554,0.0016042,0.6,0.0003319,0.0005532,0.0003319,0.0005532,0.0017148,0.0013829,0.0001106,0.0001659,0.0000553,0.0175904
"1822","Taos",0.0398933,0.04531572,0.0004336,0.1,0.0005671,0.0029687,0.0005004,0.0007338,0.0030355,0.0037026,0.000467,0.0002001,0.0001334,0.0205811
"1823","Torrance",0.05783602,0.07891369,0.0010644,0.3,0.0002957,0.0002957,0.0006505,0.0005913,0.0010053,0.0006505,0.0003548,0.0002365,NA,0.0080421
"1824","Union",0.02366912,0.03559975,0.0031145,0,0.0009583,0.0004792,0.0004792,0.0009583,0.0019166,0.0047916,0.0002396,0.0002396,NA,0.0119789
"1825","Valencia",0.02533856,0.08402204,0.0007861,0.2,0.0002116,0.0001512,0.00065,0.0005442,0.0012093,0.0014361,0.0001663,0.0000756,0.0000302,0.0018442
"1826","Albany",0.05345287,0.25940778,0.000129,5.6,0.0005092,0.0005941,0.0011033,0.0009506,0.0026955,0.0054385,0.0002207,0.0001935,0.000163,0.0192114
"1827","Allegany",0.02962264,0.17376402,0.0003605,0.7,0.0003605,0.0003004,0.0002804,0.0005007,0.0016023,0.0019629,0.0003405,0.0001202,0.0001402,0
"1828","Bronx",0.11226627,0.18733805,0.000084,53.7,0.0001733,0.0000975,0.0002109,0.0003617,0.0016126,0.0014835,0.0000338,0.0001156,0.0000563,0
"1829","Broome",0.08794346,0.28483545,0.0001546,2.8,0.0004787,0.000379,0.0004189,0.0006732,0.0017553,0.0035854,0.0002743,0.0001745,0.0000798,0.0098436
"1830","Cattaraugus",0.05726253,0.24594824,0.000262,0.7,0.0011077,0.0004169,0.0004169,0.0009767,0.0026324,0.0032875,0.0003812,0.0001429,0.0001072,0.0057173
"1831","Cayuga",0.01383712,0.26588387,0.000244,1,0.0004514,0.000427,0.0002074,0.000549,0.0012689,0.0025377,0.0003172,0.0001342,0.0000366,0.003404
"1832","Chautauqua",0.07399282,0.23546632,0.0002004,1.2,0.0005581,0.0005009,0.000322,0.0007442,0.0021324,0.0031413,0.0003721,0.0001574,0.0001073,0.0055313
"1833","Chemung",0.06233055,0.22039239,0.0002635,1.1,0.000538,0.0004831,0.0004502,0.0006149,0.001702,0.0036126,0.0002745,0.0001537,0.0001318,0.0064676
"1834","Chenango",0.04768653,0.25286329,0.0004864,0.7,0.0003696,0.0005836,0.000428,0.0006226,0.0015369,0.0019649,0.0002724,0.0001362,0.0000584,0.0059337
"1835","Clinton",0.07242547,0.29113656,0.0002003,1.4,0.0005883,0.0004756,0.0004256,0.0007009,0.0016397,0.0032418,0.0003379,0.0001752,0.0001252,0.0099507
"1836","Columbia",0.05720173,0.27624509,0.0003328,2.3,0.0003804,0.0007291,0.0003487,0.0009034,0.002314,0.0032808,0.0003328,0.0001585,0.0000951,0.0042159
"1837","Cortland",0.06149302,0.36450509,0.0000617,2.2,0.0004527,0.0003704,0.0001646,0.0010494,0.0018519,0.0031688,0.0003498,0.0002469,0.0001235,0.0141155
"1838","Delaware",0.04851029,0.23956451,0.0003954,1.1,0.0003954,0.0004578,0.0003954,0.0008948,0.0019769,0.0024347,0.0004162,0.0000624,0.0000832,0.0085111
"1839","Dutchess",0.03948899,0.25844927,0.0002749,4.2,0.0003141,0.0005104,0.0004855,0.0006925,0.0022881,0.0045226,0.0001928,0.0002142,0.0001035,0.0068106
"1840","Erie",0.04407246,0.31002668,0.0001484,4.1,0.0005409,0.0003925,0.0004957,0.000765,0.001869,0.003881,0.0001968,0.0001179,0.00012,0.0178498
"1841","Essex",0.09813128,0.29332012,0.000489,0.6,0.0006692,0.0006177,0.0004633,0.0008494,0.0027799,0.0024452,0.0010038,0.0001544,0.0001287,0.008494
"1842","Franklin",0.04462072,0.21777497,0.0002933,0.9,0.0006258,0.0003716,0.0003129,0.0008018,0.0017992,0.002953,0.0003129,0.0001565,0.0000587,0.0051825
"1843","Fulton",0.0184332,0.30787524,0.0004903,1.4,0.0005629,0.0005084,0.0003087,0.0007082,0.0021608,0.0028326,0.0004903,0.0001453,0.0000545,0.0183938
"1844","Genesee",0.05710171,0.43813304,0.0006791,0.3,0.0004141,0.0003313,0.0004638,0.000646,0.0018221,0.0030147,0.000265,0.000116,0.0001491,0.0032963
"1845","Greene",0.03478394,0.40592159,0.0003942,1.4,0.0005187,0.000498,0.0004357,0.0007055,0.0023861,0.0023239,0.0003735,0.000249,0.0000415,0.0016599
"1846","Hamilton",0,0.37084837,0.0007436,0.4,0.0011154,0.0007436,NA,0.0013014,0.0052054,0.0016732,0.0014873,0.0001859,0.0003718,0
"1847","Herkimer",0.02924771,0.36900909,0.0001707,1.1,0.0005588,0.000357,0.0002794,0.0008226,0.0017694,0.0022506,0.0003725,0.0002328,0.000031,0.0102752
"1848","Jefferson",0.05873408,0.2160904,0.0001879,0.9,0.0004385,0.0003401,0.0003222,0.0007428,0.0018078,0.0026938,0.0004117,0.0000984,0.0000447,0.0074639
"1849","Kings",0.04094204,0.1777527,0.0000876,57.4,0.0001785,0.0002365,0.0002847,0.0003533,0.0021502,0.002089,0.0000523,0.0002596,0.0000438,0
"1850","Lewis",0.00607428,0.12946746,0.0004825,0.4,0.000334,0.0003711,0.0001856,0.0007052,0.0021526,0.0015959,0.0002969,0.0000742,NA,0
"1851","Livingston",0.04808513,0.21076797,0.0002954,0.4,0.0003886,0.0003265,0.0005752,0.000684,0.0014457,0.0025339,0.0003886,0.0000933,0.0000933,0
"1852","Madison",0.02707174,0.29015316,0.0004752,0.6,0.00036,0.0005616,0.000288,0.0004896,0.0017857,0.0026065,0.0002736,0.0001008,0.0000288,0.0054867
"1853","Monroe",0.03659346,0.27361354,0.0001278,2.7,0.0003223,0.0004936,0.0005576,0.0006215,0.0019025,0.0040879,0.0002217,0.0001251,0.0000911,0.014872
"1854","Montgomery",0.07372318,0.38104436,0.0004225,2.4,0.0006236,0.0002615,0.0003822,0.0007645,0.00171,0.00342,0.0002816,0.0002615,0.0001006,0.0154703
"1855","Nassau",0.0387361,0.13653798,0.0002098,15.7,0.0003402,0.0004294,0.0004526,0.0007366,0.0025672,0.0057525,0.0002435,0.0003754,0.0000794,0.0047147
"1856","New York",0.12614763,0.23238162,0.000136,59.6,0.000512,0.0012588,0.0005601,0.0007663,0.0049402,0.0072203,0.0001086,0.0001776,0.0002563,0.2418932
"1857","Niagara",0.00859519,0.36338489,0.0001774,1.1,0.0004822,0.0004776,0.0003639,0.000705,0.001683,0.002943,0.0003184,0.0001683,0.000091,0.0111305
"1858","Oneida",0.02647742,0.29548682,0.0002293,1.5,0.0005436,0.0003015,0.0002633,0.0006583,0.0018559,0.0034654,0.0002718,0.0001741,0.0001062,0.0168939
"1859","Onondaga",0.05135433,0.31177985,0.0001942,2.6,0.0004625,0.0005476,0.0005956,0.0007658,0.0021098,0.0039709,0.0002749,0.0001593,0.0001069,0.0144785
"1860","Ontario",0.04211984,0.26355037,0.0005089,0.8,0.000439,0.0007184,0.0005089,0.0007284,0.0021552,0.0036319,0.0003492,0.0002095,0.0001098,0.0065154
"1861","Orange",0.07553677,0.20398843,0.0003427,4.7,0.0003808,0.0004775,0.0004101,0.0007821,0.0023435,0.0045494,0.0002138,0.0003427,0.0000996,0.0040836
"1862","Orleans",0,0.39256393,0.0006565,0.4,0.000249,0.000317,0.0003396,0.0006339,0.0011093,0.0020828,0.0004301,0.0001132,0.0001132,0
"1863","Oswego",0.02730687,0.24912792,0.0003595,0.8,0.0004985,0.0002615,0.0003432,0.0007436,0.0013646,0.0020347,0.0004167,0.0001307,0.0000654,0.0075913
"1864","Otsego",0.03329016,0.32222921,0.0002432,1.4,0.0004216,0.0006161,0.0004216,0.000681,0.0020591,0.0030968,0.0003405,0.0001784,0.0000486,0.003113
"1865","Putnam",0.05057792,0.20907323,0.0003342,7.2,0.0003238,0.0004804,0.0006371,0.0004491,0.0019218,0.0040315,0.0002193,0.0004804,0.0000627,0
"1866","Queens",0.06607773,0.18983982,0.0001444,47.4,0.0002404,0.0001866,0.0002436,0.0004176,0.002206,0.0026707,0.0000475,0.0003274,0.0000247,0
"1867","Rensselaer",0.03735796,0.26038766,0.0001639,2.8,0.000295,0.0003343,0.0006687,0.0005703,0.001239,0.0025502,0.0001311,0.000118,0.0000328,0.0175825
"1868","Richmond",0.03805787,0.17948286,0.0001194,28.4,0.0002163,0.0002073,0.0002524,0.0004823,0.0017105,0.0032227,0.0001014,0.0002592,0.000027,0
"1869","Rockland",0.06899491,0.22705729,0.0001744,8.2,0.0002825,0.0004917,0.0006138,0.0006347,0.0023714,0.0054856,0.0001988,0.0004708,0.0000837,0.009768
"1870","St. Lawrence",0.04014335,0.19464475,0.0002055,0.4,0.0005182,0.0003306,0.0002234,0.0006433,0.0016171,0.0028321,0.0003752,0.0001519,0.0000625,0.0075672
"1871","Saratoga",0.03978372,0.25617411,0.0001994,0.9,0.0003987,0.0004884,0.0010068,0.0005732,0.0019488,0.0033892,0.0002343,0.0001396,0.0000498,0.0155955
"1872","Schenectady",0.05537162,0.33442157,0.0000955,3,0.0004845,0.0004162,0.0010099,0.0007165,0.0018833,0.0034936,0.000116,0.0000819,0.0000546,0.0163625
"1873","Schoharie",0.02986675,0.31450707,0.0006333,1.2,0.00038,0.0004433,0.0003166,0.0005383,0.0013299,0.0016465,0.0004116,0.000095,0.000095,0.0052245
"1874","Schuyler",0.02126226,0.21713699,0.0003121,1.1,0.0005202,0.0004682,0.0002601,0.0007803,0.0018727,0.0018727,0.0002081,0.0001561,NA,0
"1875","Seneca",0.02629423,0.28018231,0.0004799,0.5,0.0005699,0.0007498,0.0004499,0.0004499,0.0017995,0.0019195,0.0003599,0.0002399,0.00009,0
"1876","Steuben",0.05277286,0.1859234,0.0002735,0.5,0.0005065,0.000314,0.0004355,0.0006483,0.0015801,0.0029982,0.0002532,0.0001114,0.000081,0.0029577
"1877","Suffolk",0.03554043,0.16703113,0.0002846,6.8,0.0003621,0.0004326,0.0004854,0.0006728,0.0023651,0.004371,0.0003051,0.0003974,0.0000627,0.0037594
"1878","Sullivan",0.04485202,0.24829195,0.000676,2.5,0.0005813,0.0004462,0.000338,0.0007706,0.0021361,0.0030014,0.0003786,0.0002974,0.0000946,0.0093557
"1879","Tioga",0.04243381,0.21511519,0.0003283,0.7,0.0001545,0.0001931,0.0004828,0.0004635,0.001429,0.0013518,0.0002704,0.0000772,0.0000193,0
"1880","Tompkins",0.02884555,0.32332407,0.000228,4.8,0.0004974,0.0006114,0.0005389,0.0006839,0.0017824,0.0036062,0.0003731,0.0001554,0.0000829,0.0130983
"1881","Ulster",0.0449181,0.26663089,0.0003263,2.2,0.000467,0.0008889,0.0005288,0.0005963,0.0026779,0.0043882,0.0003319,0.0002757,0.000045,0.005114
"1882","Warren",0.05956912,0.23264015,0.0003791,1.1,0.0007425,0.0006161,0.0006319,0.0009952,0.0032068,0.0050708,0.0006635,0.0001738,0.0001106,0.013933
"1883","Washington",0.01467512,0.26749803,0.0004259,0.6,0.000344,0.0004096,0.0003276,0.0004915,0.001671,0.0019167,0.0003932,0.0000983,NA,0.0011959
"1884","Wayne",0,0.27756114,0.0003413,0.5,0.0002666,0.0004159,0.0005972,0.0005972,0.0014078,0.002229,0.0003733,0.0001066,0.0000213,0.0057271
"1885","Westchester",0.0784885,0.20558484,0.0001397,20.4,0.0003671,0.0004905,0.0005783,0.000575,0.0025621,0.0056343,0.0002057,0.0005728,0.0000715,0.0129275
"1886","Wyoming",0,0.27270685,0.0005066,0.5,0.0004145,0.0002303,0.0003224,0.0006678,0.0015199,0.002395,0.0003915,0.0002073,0.0000461,0
"1887","Yates",0.02340597,0.17651056,0.0004468,0.5,0.000528,0.0009748,0.0003249,0.0005686,0.0020714,0.0027213,0.0003249,0.0000406,0.0002843,0
"1888","Alamance",0.01873504,0.13658245,0.0003823,0.1,0.0002752,0.0003899,0.0005734,0.0010703,0.0019878,0.0026911,0.0002446,0.0000688,0.0000459,0.0118119
"1889","Alexander",0,0.06416643,0.0002678,0,0.0001488,0.0001786,0.0004166,0.0006845,0.0015772,0.0014284,0.0002678,0.0000595,0.0000595,0
"1890","Alleghany",0,0.14112122,0,0.5,0.0001873,0.000562,0.0006556,0.0006556,0.0031844,0.0031844,0.0001873,0.0001873,NA,0
"1891","Anson",0.04267855,0.12082664,0.0004748,0.2,0.0001187,0.0001978,0.0005539,0.0007517,0.0014243,0.0015826,0.0000791,0.0001187,0.0000396,0.0121068
"1892","Ashe",0,0.11089986,0.000123,0,0.000123,0.0007792,0.0005741,0.0006972,0.0018865,0.0020505,0.0002051,0.000082,0.000082,0
"1893","Avery",0.00289106,0.11895644,0.0002913,0.2,0.0000583,0.0004078,0.0005825,0.0014563,0.0030291,0.0024466,0.000466,0.0001165,0.0001748,0
"1894","Beaufort",0.0145993,0.13185149,0.0010454,0.5,0.0001779,0.0005561,0.0006006,0.0008675,0.0016682,0.0024467,0.0003336,0.0000667,0.0001112,0.0189733
"1895","Bertie",0.07809304,0.19538676,0.0006069,0.3,0.0001517,0.0001011,0.0006069,0.000708,0.002023,0.0015172,0.0001517,0.0001011,0.0000506,0
"1896","Bladen",0,0.25403051,0.0010533,0.5,0.0000929,0.0000929,0.0005267,0.0009604,0.00158,0.0017659,0.0000929,0.0000929,0.0000929,0.0119586
"1897","Brunswick",0.05456579,0.08176699,0.0006562,0.6,0.0003555,0.0002324,0.0004375,0.0011758,0.0017773,0.0019551,0.0003555,0.000082,0.0000137,0.0064531
"1898","Buncombe",0.04568255,0.11513141,0.0002763,0.8,0.0002569,0.0007125,0.0007173,0.000979,0.0023118,0.0037804,0.000189,0.0001018,0.0001599,0.0140018
"1899","Burke",0.03947342,0.15371453,0.0005272,0.2,0.0001234,0.0002356,0.0004487,0.0009647,0.0015368,0.0026361,0.000157,0.0000897,0.000101,0.0041841
"1900","Cabarrus",0.01662656,0.19199148,0.0003739,0.4,0.0001144,0.0004196,0.0004654,0.0008774,0.0018693,0.0025179,0.0001831,0.0000916,0.0000839,0.0054554
"1901","Caldwell",0.03896133,0.08051897,0.0004263,0,0.0000775,0.0003875,0.0005554,0.0009171,0.0017568,0.0021185,0.0001292,0.0000388,0.0000775,0.0020409
"1902","Camden",0.07468498,0.16579119,0,0.4,NA,NA,NA,0.0002905,0.0010167,0.0004357,0.0001452,0.0001452,NA,0
"1903","Carteret",0,0.17270467,0.0005052,0.3,0.0001516,0.0002863,0.0005894,0.0007915,0.0017345,0.0021555,0.0006062,0.0000674,0.0000337,0.0091609
"1904","Caswell",0.01489891,0.15665354,0.0007659,0.3,0.0001277,0.0001702,0.0005532,0.0006808,0.0011914,0.0010212,0.0000851,0.0000851,0.0001277,0.0113612
"1905","Catawba",0.03913747,0.12234139,0.0003529,0.3,0.0002753,0.0003529,0.0005435,0.0009528,0.002315,0.0031761,0.000247,0.000127,0.0000635,0.0125419
"1906","Chatham",0.05928513,0.15373486,0.0009933,0.2,0.0001419,0.0003446,0.0007095,0.0006082,0.0012569,0.0019056,0.0002838,0.0000811,0.0000811,0.0093251
"1907","Cherokee",0.06996503,0.08236265,0.0005762,0.1,0.0001235,0.0006173,0.0004527,0.0010289,0.0020166,0.003169,0.0003292,0.0001235,0.0000412,0.0248169
"1908","Chowan",0.04555934,0.15653063,0.0011703,0.5,0.0000688,0.0005507,0.0008261,0.0007573,0.0017899,0.0028225,0.0004131,0.0000688,0.0002754,0.1166873
"1909","Clay",0,0.11280843,0.0002279,0.2,NA,0.0007977,0.0003419,0.0014815,0.0007977,0.0038746,0.0002279,NA,0.000114,0
"1910","Cleveland",0.00981574,0.15312735,0.00027,0.1,0.0001558,0.0002493,0.0006439,0.0010593,0.001724,0.0023679,0.0001246,0.0001142,0.0000519,0.0043827
"1911","Columbus",0.06175331,0.13880977,0.000621,0.2,0.0001644,0.0002374,0.000621,0.0008037,0.0017169,0.0021918,0.0002009,0.0000731,0.0000365,0.0095162
"1912","Craven",0.05203888,0.13404652,0.0005031,0.6,0.0002297,0.0003718,0.0004484,0.0007437,0.0016296,0.0024279,0.0002187,0.0001312,0.0000766,0.0159565
"1913","Cumberland",0.03961948,0.1337334,0.000439,0.8,0.0002509,0.0002013,0.0007856,0.0006568,0.0012807,0.0018814,0.0001518,0.0000759,0.000066,0.0084004
"1914","Currituck",0,0.15939146,0.0005498,0.4,0.0002749,0.0003299,0.0004948,0.0010995,0.0024739,0.0009346,0.0006047,0.0001649,0.0001649,0
"1915","Dare",0,0.22259496,0.0005339,0.1,0.0003003,0.0010678,0.0005006,0.0009344,0.0031702,0.0019355,0.000901,0.0002336,NA,0
"1916","Davidson",0.03682543,0.11536158,0.0004958,0.3,0.0001698,0.0002241,0.0005229,0.0006859,0.0013447,0.0017182,0.0001562,0.0000611,0.00000679,0.0078033
"1917","Davie",0.04810358,0.11652276,0.0006028,0.1,0.0001148,0.0002297,0.0004019,0.0007177,0.0014928,0.001665,0.0001435,0.0000574,0.0000861,0
"1918","Duplin",0.05518272,0.13682521,0.000856,0.1,0.0000611,0.0001834,0.000693,0.0007338,0.0016917,0.0018344,0.0001019,0.0001427,0.0000408,0.0004076
"1919","Durham",0.06605493,0.19123074,0.0002911,3,0.0001388,0.000403,0.001321,0.0009269,0.0022569,0.0037929,0.0001388,0.0002329,0.0001567,0.0207466
"1920","Edgecombe",0.04544769,0.19156901,0.0005395,1.6,0.000054,0.000054,0.0007553,0.0007373,0.0014027,0.001061,0.000054,0.0001259,0.000054,0.0223897
"1921","Forsyth",0.06101653,0.1879975,0.0003006,1.5,0.0003039,0.0004509,0.0006306,0.0008037,0.002042,0.0031202,0.0001634,0.0000817,0.0000948,0.0232204
"1922","Franklin",0.02420544,0.11211692,0.0007406,0.3,0.0001693,0.0001481,0.0005713,0.0005925,0.0012907,0.0012696,0.0000846,0.0000846,0.0000212,0.0047397
"1923","Gaston",0.02834142,0.19577632,0.0003677,0.3,0.0001208,0.0003625,0.0005358,0.0011452,0.0015286,0.0021853,0.0002101,0.0001156,0.000084,0.015817
"1924","Gates",0,0.19035902,0.0018068,0,0.0000951,0.0000951,0.0005706,0.0001902,0.0014264,0.0011411,0.0002853,NA,NA,0
"1925","Graham",0,0.16883901,0.0012511,0.2,0.0001251,0.0003753,0.0008758,0.0005004,0.001126,0.002252,0.0005004,NA,0.0001251,0.1470036
"1926","Granville",0.04222697,0.12344394,0.0003299,0.1,0.0000412,0.0002268,0.0006598,0.0008454,0.0011753,0.0017733,0.0001443,0.0000412,0.0000412,0.0058147
"1927","Greene",0,0.18850961,0.0007379,0.4,0.0001581,NA,0.0004216,0.0004743,0.0013703,0.0005797,0.0000527,NA,0.0001054,0.0150733
"1928","Guilford",0.06684646,0.19050066,0.0003539,1.3,0.0002945,0.000551,0.0008669,0.0010331,0.0022563,0.0029854,0.00019,0.0001069,0.0001164,0.0192282
"1929","Halifax",0.0343423,0.18145414,0.0005055,0.3,0.0000872,0.0001743,0.0004358,0.0007495,0.0016908,0.0018302,0.0001046,0.0001569,0.0000697,0.0044797
"1930","Harnett",0.02442346,0.10812901,0.0007141,0.4,0.0001318,0.0000989,0.0005713,0.0006482,0.0010656,0.0013513,0.0001099,0.000033,0.0000879,0.0046141
"1931","Haywood",0.05402856,0.08552002,0.0003331,0.5,0.0002221,0.0006663,0.0006663,0.0010734,0.0022024,0.0032943,0.0002776,0.0001296,0.0001296,0.0145097
"1932","Henderson",0.02584816,0.06824349,0.0004374,0.2,0.0002131,0.000471,0.0004037,0.0008523,0.0018167,0.0035885,0.0002691,0.0001234,0.0000785,0.0124365
"1933","Hertford",0.05578332,0.16084299,0.0012389,0.8,0.0000442,0.000354,0.0007964,0.0008849,0.0023008,0.002876,0.0001327,0.0002655,0.0000442,0.0081855
"1934","Hoke",0,0.0605122,0.0010105,0.5,0.0000297,0.0000594,0.0004755,0.0004755,0.0008322,0.0008322,0.0000892,0.0000297,0.0000297,0
"1935","Hyde",0,0.3130064,0.0001716,0.8,0.0003433,0.0005149,0.0003433,0.0008582,0.0030896,0.0008582,0.0008582,NA,NA,0
"1936","Iredell",0.05162458,0.09258973,0.0007745,0.2,0.0002201,0.0003506,0.000587,0.0011006,0.0020626,0.0034567,0.000269,0.0001386,0.0001549,0.0106147
"1937","Jackson",0.0474822,0.06665759,0.0003623,0.3,0.0001208,0.0005133,0.0004227,0.0008756,0.0020229,0.0026569,0.0002717,0.0000906,0.0000906,0.0097823
"1938","Johnston",0.07663756,0.13740152,0.0006559,0.4,0.000164,0.0001804,0.0007379,0.0009921,0.0016726,0.0016316,0.0001476,0.0001066,0.0000574,0.0096749
"1939","Jones",0.06393941,0.1250271,0.0001927,0.2,0.0001927,0.0003853,0.0004816,0.0004816,0.001156,0.001156,NA,NA,0.0000963,0
"1940","Lee",0.07769589,0.12503449,0.0007953,0.5,0.000102,0.0003467,0.0006525,0.0013458,0.0022431,0.0031607,0.0003467,0.0001427,0.0000816,0.0186175
"1941","Lenoir",0.03208339,0.15079785,0.0010059,0.6,0.0001844,0.0001844,0.0008047,0.0009053,0.0021962,0.0027159,0.0001677,0.0001341,0.0001341,0.0282994
"1942","Lincoln",0.01895943,0.13437096,0.0003136,0,0.0000784,0.0002195,0.0004233,0.000878,0.0014111,0.0019599,0.0001881,0.0000627,0.0000941,0.0082314
"1943","McDowell",0.05724719,0.16804648,0.0003084,0.4,0.0000712,0.0002847,0.0003084,0.0010201,0.0012337,0.002491,0.0000712,0.0000949,0.0000949,0
"1944","Macon",0.01967913,0.07529082,0.0007715,0.2,0.0002684,0.0010399,0.0005032,0.0012747,0.0031197,0.0030861,0.0002684,0.0000671,0.0001342,0.007514
"1945","Madison",0.02602601,0.11763117,0.0006112,0.2,NA,0.0002037,0.0006112,0.0009167,0.0009167,0.0013242,0.0004584,NA,0.0000509,0.022358
"1946","Martin",0.06214166,0.17513522,0.0007424,0.2,0.0001172,0.0001172,0.0009768,0.0007424,0.0018364,0.0020318,0.0002735,0.0001954,NA,0.0159028
"1947","Mecklenburg",0.05925723,0.17089022,0.0002301,2.6,0.0002646,0.0004314,0.0007952,0.000995,0.0021957,0.002988,0.0001869,0.0001222,0.0001035,0.0139276
"1948","Mitchell",0,0.15637749,0,0,0.0000637,0.0005737,0.00051,0.0005737,0.0019124,0.0030599,0.0001912,NA,0.0001912,0.0053548
"1949","Montgomery",0.04600667,0.13254216,0.000522,0.3,0.0001118,0.0001864,0.0002237,0.0010439,0.0015286,0.001976,0.000261,NA,NA,0.0060771
"1950","Moore",0.02375134,0.13178579,0.000642,0.1,0.0002407,0.0003745,0.0009095,0.0006821,0.0022202,0.0031163,0.0004146,0.0001471,0.0000936,0.0089342
"1951","Nash",0.07742535,0.1545655,0.0006863,0.4,0.0002059,0.0002745,0.0005948,0.0011668,0.0021162,0.0020933,0.0002059,0.0000915,0.0000801,0.0066918
"1952","New Hanover",0.02910783,0.14568355,0.0002558,0.9,0.0003868,0.0006051,0.0005614,0.0009731,0.0021085,0.003643,0.0002994,0.000156,0.0001123,0.0175725
"1953","Northampton",0.01765909,0.20134897,0.0011319,0.3,0.0000453,0.0001358,0.0004075,0.0007244,0.0018564,0.0014036,0.0001358,0.0000906,0.0000453,0.0789188
"1954","Onslow",0.05858803,0.10944505,0.0004257,0.8,0.0003192,0.0002527,0.0004855,0.0006385,0.0011639,0.0013568,0.0002128,0.0001397,0.0000333,0.0049084
"1955","Orange",0.0518889,0.14168464,0.0003299,4.2,0.0002791,0.0006597,0.0009304,0.0007866,0.0020131,0.0044575,0.0001776,0.0000846,0.0001522,0.0081284
"1956","Pamlico",0,0.13432071,0.0004639,0.7,0.0001546,0.0001546,0.0006958,0.0007732,0.0013917,0.0013917,0.0007732,0.0001546,0.0000773,0
"1957","Pasquotank",0.04465947,0.07197833,0.0001433,1.5,0.0001433,0.0003439,0.000831,0.000831,0.0022638,0.002665,0.0002006,0.0002866,0.0001433,0.0094564
"1958","Pender",0.05569625,0.13642075,0.0004625,0.1,0.0001217,0.0000974,0.0003895,0.0006816,0.0012658,0.0015092,0.0002191,0.0000487,0.0000487,0.0052821
"1959","Perquimans",0.06658649,0.07222406,0.0005278,0.7,0.000088,0.000088,0.0004398,0.0004398,0.0013195,0.0013195,0.000088,0.0001759,0.000088,0.0074771
"1960","Person",0.04162389,0.07504012,0.0008141,0.2,0.0002526,0.0002526,0.0006457,0.0008141,0.0018247,0.0021335,0.0000842,0.0000561,0.0000842,0.0058951
"1961","Pitt",0,0.21110366,0.0005307,0.8,0.0002765,0.0003812,0.0006502,0.0007175,0.0017265,0.0023095,0.0001644,0.0000972,0.0000897,0.0132588
"1962","Polk",0.03297485,0.10251187,0.000382,0.1,0.0001637,0.0006549,0.000382,0.0009277,0.0018009,0.0037656,0.0001091,0.0001091,0.0000546,0
"1963","Randolph",0.03910256,0.10724577,0.0004139,0.1,0.000092,0.0002146,0.0004293,0.0007819,0.0015944,0.0017707,0.0001763,0.0000307,0.000069,0.0081485
"1964","Richmond",0.05958298,0.06270771,0.0007087,0.6,0.0003221,0.0001503,0.0006013,0.0008161,0.001761,0.00262,0.0001718,0.0001289,0.000043,0.0109527
"1965","Robeson",0.05730364,0.13173404,0.0009486,0.2,0.0000811,0.0001378,0.0006081,0.0010702,0.0016134,0.0018242,0.0001054,0.0000324,0.0000892,0.0161911
"1966","Rockingham",0.04260616,0.12495251,0.0006418,0.1,0.0001632,0.0002067,0.0005548,0.0008811,0.0018384,0.0022409,0.0001197,0.000087,0.0000435,0.0070708
"1967","Rowan",0.02200498,0.14004358,0.0003606,0.3,0.0002455,0.0002992,0.000468,0.0007596,0.001826,0.0020868,0.0002609,0.0000767,0.0000844,0.0120915
"1968","Rutherford",0,0.14283053,0.0003498,0.1,0.0001749,0.0005247,0.0005088,0.0011129,0.0021622,0.0023053,0.0002385,0.0001113,0.0000477,0.0243883
"1969","Sampson",0.03599014,0.13285758,0.0011968,0.5,0.0000997,0.0001496,0.0006815,0.0007147,0.0015957,0.0014461,0.000133,0.0001662,0.0000332,0
"1970","Scotland",0.03068534,0.11232956,0.0003611,0.1,0.0001389,0.0001389,0.0010278,0.001389,0.0015834,0.0026668,0.0001111,0.0000278,0.0000833,0.04053
"1971","Stanly",0,0.11032219,0.0004303,0.2,0.0001549,0.0002065,0.0007401,0.0009294,0.0017384,0.002685,0.0002582,0.0000516,0.0000688,0.0091738
"1972","Stokes",0.0097985,0.1211869,0.0007828,0.1,0.0002237,0.0001342,0.0004026,0.0007157,0.0014761,0.0012525,0.0000895,0.0000224,0.0000224,0
