"","County","pct_rent_occ","pct_vac_units","med_hh_value","med_hh_inc","pct_pers_lt_pov","pct_no_eng","pct_hs_more","pct_unemp","work_out_co","med_rooms","pct_mt_10units","violent_rate"
"1553","Newton",23.38133,8.023931,74200,35041,11.6,3.6,79.8,4.6,42.4,5.4,2.6,976.5
"1554","Nodaway",36.2374,8.65417,71100,31781,16.5,4,87.1,5.6,11.9,5.5,5.4,251.7
"1555","Oregon",21.74525,14.68881,45900,22359,22,2.1,72,7.3,36.1,5.2,0.6,407.5124
"1556","Osage",16.98497,16.63279,81400,39565,8.3,3,75.2,2.7,58.7,5.4,0.7,445.87788
"1557","Ozark",18.43038,22.76105,62600,25861,21.6,2.1,73,5.9,43.4,5.1,0.1,355.50442
"1558","Pemiscot",41.62954,10.66758,44200,21911,30.4,2.4,58.2,8.6,31.2,5.2,3.2,612.30154
"1559","Perry",20.06083,11.65707,80000,36632,9,5.4,71.2,3,23.3,5.4,0.8,561.65572
"1560","Pettis",27.51799,8.223782,66400,31822,12.8,5.9,78.3,5.1,13.8,5.4,3.3,960.20001
"1561","Phelps",34.39393,10.38798,74800,29378,16.4,5.7,79,6.5,15.5,5.2,4.6,253.10001
"1562","Pike",25.93396,13.90631,63400,32373,15.5,6.2,76,4.8,30.7,5.3,2.7,461.12358
"1563","Platte",32.5637,5.255323,126700,55849,4.8,5.6,91.8,2.6,60.3,5.9,12.4,369.03829
"1564","Polk",27.03439,11.32076,77000,29656,16.3,4.5,77.5,4.6,37.5,5.2,1.7,248.10001
"1565","Pulaski",42.01593,12.81802,78300,34247,10.3,10.2,85.1,6.8,13.3,5.3,4,0
"1566","Putnam",22.8456,23.54152,44500,26282,16,2.8,80,4.6,37.6,5.2,1.3,304.27092
"1567","Ralls",17.74625,18.14198,67400,37094,8.7,1.5,78.7,4.9,60.3,5.5,1.7,455.87272
"1568","Randolph",28.02479,14.34823,49300,31464,12.5,3.7,77.1,4.6,22.7,5.2,2.7,313.79999
"1569","Ray",20.53071,6.701526,81000,41886,6.8,2.2,79.3,5.5,64.1,5.6,0.6,316.15871
"1570","Reynolds",22.85924,27.61373,47200,25867,20.1,2,65.2,10.2,26.4,5,0.5,539.76356
"1571","Ripley",21.9904,15.26909,49100,22761,22,2.7,62.1,8.4,39.3,5.1,0.8,516.08511
"1572","St. Charles",18.01639,3.649753,126200,57258,4,4,89.1,3.8,53,6,6.4,300.51999
"1573","St. Clair",20.54455,22.38232,48500,25321,19.6,2.1,73.1,6.3,46.6,5,0.8,412.42594
"1574","Ste. Genevieve Co",17.65867,17.85982,83700,39200,8.2,2.1,73.8,3.2,41,5.3,1.6,585.08245
"1575","St. Francois",26.8071,14.95358,68200,31199,14.9,2.9,72.4,7.5,27.9,5.1,3.8,1048.4
"1576","St. Louis",25.85206,4.586914,116600,50532,6.9,6.4,88,4.6,28,5.8,10.8,279.85788
"1577","Saline",30.85968,10.02096,59700,32743,13.2,6.5,74,4.6,14.8,5.4,3.4,47.599998
"1578","Schuyler",24.75362,14.89887,38500,27385,17,1.1,81.4,4.8,51.4,5.3,1.1,327.01062
"1579","Scotland",23.29127,17.01571,43300,27409,16.8,7.9,76.8,4.6,28.6,5.4,1.1,352.12399
"1580","Scott",30.67964,7.816648,68200,31352,16.1,1.9,72.9,6.3,37.2,5.3,1.5,325.10001
"1581","Shannon",20.30732,14.06007,41400,20878,26.9,1.6,67.6,6.7,37.2,5.1,0.2,428.12095
"1582","Shelby",24.91803,15.40832,44000,29448,16.3,2.4,81,4.8,28.5,5.5,0.4,368.41389
"1583","Stoddard",27.69397,8.751229,57200,26987,16.5,2.3,66.9,6,29.5,5.3,0.8,633.57964
"1584","Stone",18.84622,27.20892,102700,32637,12.8,2.1,80.4,9.6,54,5.3,2,0
"1585","Sullivan",28.30769,13.04994,37700,26107,16.5,8.7,72.4,5.2,21.7,5.3,1.2,290.35355
"1586","Taney",31.13628,17.9297,93500,30898,12.4,3.6,81.4,10.1,9.1,4.9,10.9,0
"1587","Texas",23.38452,12.87625,61000,24545,21.4,2.4,71.4,6.5,31.8,5.2,1.2,402.90738
"1588","Vernon",27.70525,10.2119,58500,30021,14.9,3.1,76.6,4.4,21.3,5.4,1.5,416.84547
"1589","Warren",16.89712,16.84773,108600,41016,8.6,3.1,79.5,4.3,56.8,5.3,1.2,462.81162
"1590","Washington",20.11658,15.03942,57600,27112,20.8,2.1,62.5,7.8,51.6,5,0.9,500.78004
"1591","Wayne",21.81589,25.94717,44700,24007,21.9,1.7,59.7,9.3,42.9,4.8,0.5,595.01711
"1592","Webster",22.01752,8.123133,80900,31929,14.8,5.6,74.8,4,55.5,5.5,1.6,376.15802
"1593","Worth",23.19128,18.95582,27200,27471,14.3,2,80.2,5.9,38.6,5.6,1.6,232.53988
"1594","Wright",26.87473,11.00917,57000,24691,21.7,2.7,71.1,5.9,35.4,5.3,1.2,361.82132
"1595","St. Louis city",53.14191,16.60184,63900,27156,24.6,8.6,71.3,11.3,41.4,4.6,15.6,2124.3
"1596","Beaverhead",36.34636,19.40494,89200,28962,17.1,4.3,89.3,3.8,6.3,5.2,4,243.47341
"1597","Big Horn",35.14271,15.70354,61400,27684,29.2,33.7,76.4,14,14,5,2.3,218.9137
"1598","Blaine",38.98441,15.13403,56800,25247,28.1,9.2,78.7,10.9,8.7,5.2,3.6,228.02806
"1599","Broadwater",20.6621,12.48751,85500,32689,10.8,2.6,85.2,4.6,30,5.4,1.2,245.14791
"1600","Carbon",25.83026,26.01019,101700,32139,11.6,3.7,88.1,4.7,32.4,5.2,0.9,228.7777
"1601","Carter",25.41436,33.04562,34600,26313,18.1,2.8,83.3,0.5,9.7,5.3,1.6,185.13651
"1602","Cascade",35.13688,7.602555,92500,32971,13.5,5.1,87.1,6.3,2.8,5.3,9.9,465.5
"1603","Chouteau",31.35669,19.81268,69000,29150,20.5,5,87.1,5.7,20.6,5.5,2.1,245.18916
"1604","Custer",29.92869,11.04478,63100,30000,15.1,4.6,84.9,5.4,4.5,5.4,3.5,203.20347
"1605","Daniels",22.0852,22.70364,45100,27306,16.9,3.2,85.3,3.1,5.3,5.5,1.5,186.84388
"1606","Dawson",25.98621,13.02783,62700,31393,14.9,4.1,82.7,4.4,5.4,5.9,2.6,189.09173
"1607","Deer Lodge",26.10763,19.42315,70700,26305,15.8,4.7,84.5,10.3,26.7,4.9,6.5,244.77176
"1608","Fallon",22.7193,19.14894,48000,29944,12.5,3.1,85.7,3.1,8.8,5.8,1.2,172.65472
"1609","Fergus",26.2963,12.55847,70600,30409,15.4,3.2,86.3,5.3,3.8,5.3,4.1,225.17125
"1610","Flathead",26.72029,14.91099,125600,34466,13,3.5,87.4,6.4,3.2,5.2,4,376.60001
"1611","Gallatin",37.56411,10.73621,143000,38120,12.8,5,93.3,6.1,4.2,5.3,6.1,400.29999
"1612","Garfield",26.69173,44.641,34700,25917,21.5,2.4,84.7,3.1,4.3,4.8,0,203.84076
"1613","Glacier",38.03439,17.90959,60900,27921,27.3,10.9,78.6,15.4,4.6,5,2.3,274.27395
"1614","Golden Valley Cou",22.46575,18.88889,47700,27308,25.8,15.2,70.5,1.9,26.8,5.2,0,235.83299
"1615","Granite",26,42.14079,78300,27813,16.8,3.8,87.8,5.4,26.3,4.6,0.2,246.74869
"1616","Hill",35.55831,13.36375,80500,30781,18.4,7.1,86.8,10,4.9,5.3,5.2,233.04364
"1617","Jefferson",16.84014,10.76447,128700,41506,9,3.5,90.2,5.1,61.2,5.9,1.4,242.09594
"1618","Judith Basin",22.81809,28.22642,56700,29241,21.1,8.6,87.6,2.5,21.8,5.3,1.6,242.45408
"1619","Lake",28.53218,25.08636,117200,28740,18.7,6.6,84.2,8,16.3,5.2,1.7,271.2983
"1620","Lewis and Clark C",30.04814,10.99252,112200,37360,10.9,4,91.4,5.1,4.4,5.3,5.7,265.30992
"1621","Liberty",28.09124,22.14953,58800,30284,20.3,16.8,75,3.5,9,5.8,5.4,260.29714
"1622","Lincoln",23.48017,16.68634,82600,26754,19.2,4.4,80.2,13.8,8.1,5,1.2,281.17887
"1623","McCone",22.34568,25.48298,42600,29718,16.8,2,86.1,2.2,19.6,5.8,0.3,193.79517
"1624","Madison",29.63464,36.71591,104500,30233,12.1,3.7,89.8,5.2,18,5,5,246.98726
"1625","Meagher",26.7746,41.08584,72100,29375,18.9,6.5,83.4,5.4,11.1,4.8,0.1,249.91165
"1626","Mineral",27.0202,19.22489,88300,27143,15.8,3.7,83.2,7.4,25.1,4.8,0,265.41275
"1627","Missoula",38.10193,6.970159,136500,34454,14.8,4.8,91,6.2,4.6,5.1,7.6,262.83295
"1628","Musselshell",23.05644,18.94691,54600,25527,19.9,5.4,82.6,7.6,22.2,5.1,0.9,227.92379
"1629","Park",33.59695,17.20626,97900,31739,11.4,3.3,87.6,5,20.8,5.1,4.2,245.33929
"1630","Petroleum",25.59242,27.73973,58300,24107,23.2,6.1,82.9,2.1,12.7,5,0,222.15096
"1631","Phillips",29.54545,26.13909,60700,28702,18.3,3.9,82.4,4.2,6.1,5.2,1.7,215.89015
"1632","Pondera",29.79253,14.96119,70500,30464,18.8,9,81.6,6.9,14.6,5.3,2.6,265.30371
"1633","Powder River",27.13704,26.81231,59800,28398,12.9,1.3,83.4,3.6,12.8,5.3,0.7,198.28907
"1634","Powell",28.65401,17.33788,73500,30625,12.6,3.7,81.9,5.6,21.2,5.3,2.4,250.17495
"1635","Prairie",22.34637,25.20891,36500,25451,17.2,3.2,78.8,3.8,16.3,5.5,3.3,194.3579
"1636","Ravalli",24.31241,10.39132,133400,31992,13.8,3.5,87.4,5.9,23.4,5.3,2.4,0
"1637","Richland",27.72047,14.90015,61000,32110,12.2,2.9,83.5,6.1,7.8,5.4,5.1,177.95692
"1638","Roosevelt",34.65512,11.44906,47400,24834,32.4,6.7,80.6,15.7,8.1,5.4,1.8,180.86571
"1639","Rosebud",32.77895,15.46523,66700,35898,22.4,13.1,84.4,8.4,6.1,5.2,2.6,205.34752
"1640","Sanders",23.49637,18.93379,82900,26852,17.2,4,81.2,9.8,14.5,4.9,1.1,270.58795
"1641","Sheridan",19.87364,19.65851,45800,29518,14.7,3.3,81.2,3.5,4.9,5.7,1,176.6787
"1642","Silver Bow",29.64246,10.7814,74900,30402,14.9,4,85.1,6.8,7,5.1,6.7,0
"1643","Stillwater",24.02597,18.06435,102200,39205,9.8,3.2,87.5,6.8,26.9,5.4,1.2,237.18863
"1644","Sweet Grass",25.88076,20.64516,97800,32422,11.4,3,88.9,2.3,11.7,5.3,0.7,252.88305
"1645","Teton",24.34988,12.78351,74700,30197,16.6,8.1,83.4,3.7,21.1,5.4,2.8,264.40514
"1646","Toole",28.5423,14.69565,60700,30169,12.9,7.7,81,4.3,10,5.4,4.4,267.15206
"1647","Treasure",28.57143,15.40284,40700,29830,14.7,2.2,86.3,4.2,19.8,5.4,3.3,207.43954
"1648","Valley",24.09524,35.01135,59400,30979,13.5,3.3,83.9,5.4,6.4,5.7,1.7,201.09383
"1649","Wheatland",27.78429,26.08319,53100,24492,20.4,16,69,5.9,14.7,5.3,0.5,255.81076
"1650","Wibaux",26.84085,28.27939,37500,28224,15.3,3.9,76.8,4.9,28.4,5.3,3.9,166.30142
"1651","Yellowstone",30.80984,4.543372,101900,36727,11.1,4.8,88.5,4.5,3.3,5.6,6.3,237.39999
"1652","Adams",33.16037,6.70816,77200,37160,9.3,7.1,86.3,3.5,10.3,5.5,4.8,168.60001
"1653","Antelope",23.56925,11.74537,44600,30114,13.6,2.6,85.5,2.2,25,6,0.6,233.30766
"1654","Arthur",36.21622,32.23443,44300,27375,13.8,2.1,89.5,1.2,30.3,5.6,0,267.22641
"1655","Banner",35.36977,17.06667,45800,31339,13.6,3.7,94.2,1.7,47.2,6,0,292.57141
"1656","Blaine",34.87395,28.52853,22500,25278,19.4,4.2,93.4,1.4,19.6,5.4,0,230.84379
"1657","Boone",24.81663,10.20856,50700,31444,10.4,3.1,84.4,1.5,21.4,6.4,1.8,244.01469
"1658","Box Butte",29.85356,12.90088,71700,39366,10.7,7.2,88.1,5.1,3,5.7,7.8,279.85677
"1659","Boyd",19.62525,27.88051,22500,26075,15.2,3.3,83,2,17.6,5.7,0.6,205.66396
"1660","Brown",25.62091,20.14614,42700,28356,11.1,2.3,83.3,1.6,9.3,5.5,0.5,204.75326
"1661","Buffalo",36.44696,5.347594,91300,36782,11.2,6.7,89.2,2.7,8.8,5.6,6.9,264.14786
"1662","Burt",24.12044,15.25651,59700,33954,8.9,2.6,84.1,2.8,38.5,5.9,1.2,295.61904
"1663","Butler",24.51839,12.17636,62900,36331,8.2,7.3,83.4,4,43.2,5.9,0.7,309.80058
"1664","Cass",20.30346,10.00098,95400,46515,5.2,3.4,89.4,2.6,66.2,6,3.2,355.09768
"1665","Cedar",19.73503,13.7381,55200,33435,9.1,2.5,83.5,2.6,32.7,6.1,0.7,246.82549
"1666","Chase",22.86402,13.75195,56900,32351,9.6,2.9,86.4,1.4,8,5.9,0.5,300.67161
"1667","Cherry",37.83892,22.1118,63300,29268,12.3,2.6,85.2,1.8,10,5.6,1.5,215.97071
"1668","Cheyenne",27.24146,10.89954,56500,33438,10,3.5,86.7,2.1,5,5.5,5.1,303.22697
"1669","Clay",22.16981,10.11089,50900,34259,10.4,6.4,86.7,2.8,37.5,6.2,1,279.86495
"1670","Colfax",24.60619,9.931507,57800,35849,10.8,28.6,72,3.5,29.8,5.9,2.5,299.56238
"1671","Cuming",28.46641,7.891665,66000,33186,9,7.3,78.7,2,19.1,6.1,2,284.25652
"1672","Custer",26.79238,13.58997,45100,30677,12.4,2.9,87.5,2.5,11.1,5.9,2.8,251.6853
"1673","Dakota",32.54404,5.75186,81200,38834,11.4,24.7,73.5,3.9,49,5.1,10.7,107.9
"1674","Dawes",37.35763,12.28771,55200,29476,18.9,4.8,86.9,4.1,9.3,5.2,5.8,257.64475
"1675","Dawson",30.94968,10.0051,64100,36132,10.8,22.9,73.6,3.8,9.9,5.5,4.2,168.10001
"1676","Deuel",22.02643,12.0155,48300,32981,9.1,3.1,85.3,2.2,31.6,6.2,0.8,299.5315
"1677","Dixon",23.70493,9.726898,58100,34201,10,7.3,82.1,3.1,49.6,6,1.8,258.5525
"1678","Dodge",32.08619,6.691234,83400,37188,8.6,5.6,83.5,3.3,26.4,5.5,6.2,86.5
"1679","Douglas",36.77124,5.438258,100800,43209,9.8,9.5,87.3,3.9,9.8,5.6,19,717.90002
"1680","Dundy",27.57544,19.64883,32600,27010,13.6,4.2,82.4,1.5,15.5,5.7,0.9,293.99736
"1681","Fillmore",25.3254,10.06689,51300,35162,7.8,4.3,88.2,2.2,23.2,6.2,1.9,324.37109
"1682","Franklin",18.6532,14.94845,33100,29304,13.2,2.6,85.7,2.5,32.8,6,0.1,293.72485
"1683","Frontier",27.01342,22.74789,54800,33038,12.2,3,88.3,2,28.7,5.7,0.5,267.20842
"1684","Furnas",23.35382,16.55678,37300,30498,10.6,2.8,84.2,3.6,21.2,5.8,2.9,300.94657
"1685","Gage",28.6389,7.118644,68600,34908,8.7,3.3,82,2.8,20.4,5.8,4.8,205.89999
"1686","Garden",29.21569,21.41757,44300,26458,14.8,3,85.2,1.9,13.5,5.5,1.1,288.77008
"1687","Garfield",27.42927,20.37218,38200,27407,12.6,1.4,81.1,1.8,18.1,5.6,2.4,216.7552
"1688","Gosper",24.44959,32.63076,67900,36827,7.9,1.7,88.9,0.8,51.6,6.1,0.1,284.26025
"1689","Grant",32.19178,34.96659,27500,34821,9.7,1.1,90.3,1,10.5,5.5,0,276.01901
"1690","Greeley",21.63417,10.17515,36600,28375,14.6,2.7,83.2,2.1,24.5,6.1,0.8,246.04113
"1691","Hall",34.14227,5.645685,83700,36972,12,13.6,82.2,4.5,8.8,5.4,7.4,308.79999
"1692","Hamilton",24.80731,9.012987,78200,40277,7.5,2.9,89.6,2.5,35.3,6.4,0.4,282.23625
"1693","Harlan",19.84972,31.37086,43100,30679,10.1,1.8,85.8,2.6,31.9,5.3,0.3,294.33717
"1694","Hayes",28.13953,18.25095,31800,26667,18.4,5,89.1,2.1,26.3,6.2,0,271.77632
"1695","Hitchcock",21.98912,23.16418,38000,28287,14.9,3.7,85.6,2.6,38.9,5.7,0.3,292.04393
"1696","Holt",26.4974,12.7438,59700,30738,13,3.1,84.5,2.2,6.5,5.9,1.2,208.64693
"1697","Hooker",25.97015,23.86364,41300,27868,6.9,0.5,89.7,1.3,13.9,5.8,0,257.25778
"1698","Howard",22.82011,8.483106,66100,33305,11.7,2.6,87.2,2.9,47.5,5.7,0.9,272.92653
"1699","Jefferson",24.26992,10.52765,42100,32629,8.9,2.7,84.2,3.6,26,5.8,4.6,349.32363
"1700","Johnson",25.01325,10.82231,51300,32460,8.9,6.8,80.4,4.6,40.6,5.9,2.2,374.3619
"1701","Kearney",25.95535,7.132818,77600,39247,8.5,4.1,88.5,4.1,44.1,6.4,0.5,263.39999
"1702","Keith",26.92204,28.40865,69300,32325,9.3,4.9,86.6,3.3,13.5,5.2,2.2,269.22046
"1703","Keya Paha",28.60636,25.36496,28200,24911,26.9,4.1,82.2,1.7,24.1,5.8,0,217.40781
"1704","Kimball",23.50898,12.42393,49400,30586,11.1,3.2,84.6,2,14.9,5.6,0.6,293.79216
"1705","Knox",25.05904,20.15504,42100,27564,15.6,3.5,82,3.7,22.2,5.7,1,232.80521
"1706","Lancaster",39.54147,4.826468,105900,41850,9.5,8.8,90.5,3.6,5.8,5.4,18.2,559.40002
"1707","Lincoln",30.78289,8.822387,78200,36568,9.7,4.3,86.3,4,4.8,5.5,5.8,273.34571
"1708","Logan",28.48101,18.13471,51700,33125,10.5,4.6,90.8,1.8,38.9,5.9,0,257.42721
"1709","Loup",22.49135,23.34217,27500,26250,17.7,2.9,91.8,0.9,29.7,5.7,0,237.03292
"1710","McPherson",32.67327,28.62191,40900,25750,16.2,1.2,88.6,0,30.5,5.2,0.7,258.88096
"1711","Madison",34.22149,6.90133,80100,35807,11.2,9.8,82.6,4.7,9.1,5.4,11.8,214.60001
"1712","Merrick",25.70894,12.0581,62700,34961,8.9,3.2,85.3,3,45.1,5.7,2.5,282.22167
"1713","Morrill",28.57811,13.08943,49500,30235,14.7,9.4,79.4,5.1,29.4,5.4,0.7,281.5187
"1714","Nance",25.23779,11.75154,45500,31267,13.1,4.5,80.6,2.8,39.9,6.1,1.1,283.11211
"1715","Nemaha",27.50246,11.39866,58200,32588,12.6,2.7,85.5,6.2,18.8,5.8,4.7,382.96404
"1716","Nuckolls",20.01803,12.33202,33000,28958,11.2,2.3,84.5,2.4,25.5,5.9,2.1,303.40926
"1717","Otoe",25.9571,7.72042,78000,37302,8.1,3.5,85.6,4,31.8,5.8,3.6,367.24592
"1718","Pawnee",19.04406,15.62697,30300,29000,11,2.9,83.7,3.4,32.4,5.9,1.6,369.30587
"1719","Perkins",24.39216,11.7036,52200,34205,13.6,3.8,87.1,2.5,17.1,6.1,3.2,296.39613
"1720","Phelps",26.76899,8.279647,71400,37319,8.9,3.2,89.1,3,15,6.1,2.8,283.27549
"1721","Pierce",22.22222,8.253773,59900,32239,11.8,2.4,84.6,2.3,46,6.2,0.1,239.87894
"1722","Platte",26.71414,6.503561,80800,39359,7.7,7.8,84.7,2.5,8.6,5.9,5.3,56.599998
"1723","Polk",23.10757,16.85683,57800,37819,5.8,2.7,86.6,1.8,41.8,6.2,1.8,295.79299
"1724","Red Willow",29.36306,10.76165,58900,32293,9.6,2.4,87.9,2.8,7.9,5.6,5.4,261.35119
"1725","Richardson",25.26922,12.43421,38900,29884,10.1,3.2,81.8,4.9,28.1,5.7,3.2,377.89236
"1726","Rock",26.86763,18.39572,37800,25795,21.8,2.8,87.4,2.3,15.8,5.5,0.4,209.60542
"1727","Saline",29.20201,7.538763,69000,35914,9.4,12.8,81.2,2.5,27.7,5.9,4.1,341.17905
"1728","Sarpy",30.7834,3.457015,112100,53804,4.2,6.2,93.3,2.9,59.4,6.3,12,105.7
"1729","Saunders",20.44545,9.291072,87800,42173,6.6,4.5,86.8,2.4,57,6,2.2,330.76491
"1730","Scotts Bluff",33.8013,7.643154,71500,32016,14.5,13.7,79.6,5.8,5,5.5,5.4,342.60001
"1731","Seward",28.02262,6.45613,88100,42700,7,4,87.5,3,38.3,6,4.5,332.32414
"1732","Sheridan",30.051,15.39993,41700,29484,13.2,4.1,86.1,2.7,17.9,5.7,1.7,264.66763
"1733","Sherman",19.44046,24.19793,38000,28646,12.9,3.5,82,2.9,34.4,5.4,1,258.88329
"1734","Sioux",33.22314,22.4359,42600,29851,15.4,2.3,86.4,4.1,42.1,5.9,0.4,266.43348
"1735","Stanton",19.93905,6.32137,67200,36676,6.8,4.8,86.2,2.7,62.6,6.4,0.4,256.59821
"1736","Thayer",20.03148,10.14851,38800,30740,10.7,3.8,80.9,2.2,16.3,6.1,1.1,319.17849
"1737","Thomas",26.46154,27.13004,34300,27292,14.3,2.9,83.7,2,23.6,5.7,0,245.33404
"1738","Thurston",39.15743,8.593433,50600,28170,25.6,6.9,80.4,12.6,32.2,5.5,2.1,294.61747
"1739","Valley",24.17303,13.55037,45000,27926,12.8,3.8,84.7,3.2,14.2,5.8,2.7,227.69026
"1740","Washington",22.66571,6.317494,114300,48500,6,3.2,89.7,3.3,52.6,6.1,5.4,302.94796
"1741","Wayne",35.17603,6.144184,76700,32366,14.5,4.1,87,2.9,32.1,6.2,2.9,254.50791
"1742","Webster",21.72131,13.38742,38300,30026,11.2,2.9,83.6,5.9,34,6,1,282.83839
"1743","Wheeler",29.82955,37.2549,35000,26771,20.9,2.1,90.8,3.2,16.3,5.2,0.4,236.10564
"1744","York",30.40895,7.290992,74900,37093,8.5,5.3,87.2,3.5,10.9,6,7.4,314.76338
"1745","Churchill",34.24596,8.425812,117100,40808,8.7,10.9,85.1,5.9,15.6,5.2,4,376.73679
"1746","Clark",40.88039,8.493405,139500,44616,10.8,26,79.5,6.6,1.7,4.9,17.5,511.69998
"1747","Douglas",25.77282,13.7062,181800,51849,7.3,8.8,91.6,5.9,34.3,5.6,3,0
"1748","Elko",30.20207,15.26875,123100,48383,8.9,20,79.1,5.7,11.4,5.1,2.7,203.60001
"1749","Esmeralda",33.62637,45.37815,75600,33203,15.3,9.1,78.9,3.3,29.6,4.1,6.1,364.15784
"1750","Eureka",25.97598,35.02439,89200,41417,12.6,10.7,76.7,4,11.5,4.6,0,322.82437
"1751","Humboldt",26.98413,17.55824,117400,47147,9.7,19.2,78.3,8.3,6.2,5.1,2.7,346.10989
"1752","Lander",22.88581,24.71223,82400,46067,12.5,18.6,79.2,7.8,25.1,4.9,0.2,356.56303
"1753","Lincoln",25.32467,29.29293,80300,31979,16.5,6.1,83,5.2,10.3,4.8,1.9,322.59798
"1754","Lyon",24.14085,8.908187,119200,40699,10.4,10.9,81.5,6.9,48,5.3,0.9,0
"1755","Mineral",27.30997,23.34264,59500,32891,15.2,7,77.1,12.9,11.2,4.8,2.7,382.65135
"1756","Nye",23.64565,16.47421,122100,36024,10.7,9,79.2,7.1,24.1,5.2,1.2,0
"1757","Pershing",30.58104,17.87359,82200,40670,11.4,16.2,75.9,7.6,25.6,4.8,3,394.78507
"1758","Storey",20.31464,8.39599,134800,45490,5.8,9,86.7,5.2,80.7,5.4,0,365.70659
"1759","Washoe",40.70591,8.21636,161600,45815,10,19.9,83.9,5,4.3,5,16.5,619.79999
"1760","White Pine",23.49177,26.06443,70000,36688,11,9.7,82,7.6,7.6,5,2.1,256.78093
"1761","Carson City",36.90447,5.224827,147500,41809,10,14.9,82.5,4.6,24.1,5.1,14.2,0
"1762","Belknap",25.90944,30.08001,109600,43605,6.1,5.8,85.7,3.4,32.6,5.3,4.9,159.5
"1763","Carroll",22.26037,47.19137,119900,39990,7.9,4.1,88.2,3.8,23.9,5.4,2.4,170.401
"1764","Cheshire",29.1247,11.22161,105300,42382,8,5,86.2,7,23.2,5.5,5.9,167.5
"1765","Coos",28.9091,28.8539,70500,33593,10,17.6,76.9,5.4,17.3,5.1,2.6,155.50168
"1766","Grafton",31.36591,27.74132,109500,41962,8.6,5.6,87.7,4.8,18.1,5.3,7.3,129.65001
"1767","Hillsborough",35.05244,3.671621,139100,53384,6.3,12.7,87,3.4,28.4,5.5,13.9,110.45
"1768","Merrimack",30.46699,7.824835,117900,48522,5.9,6.4,88.2,4.3,31,5.5,8.8,109.10001
"1769","Rockingham",24.42384,7.515285,164900,58150,4.5,6,90.5,2.7,47.1,5.7,9.3,196.94286
"1770","Strafford",35.59099,6.495531,121000,44803,9.2,7,86.4,4.1,41.2,5.2,8.7,192.5
"1771","Sullivan",27.91894,17.99782,91900,40938,8.5,4.4,83,3.3,37.4,5.4,4.8,176.89999
"1772","Atlantic",33.65887,16.71137,122000,43933,10.5,20.3,78.2,7.5,14.8,5.3,16.7,458.34
"1773","Bergen",32.82177,2.649344,250300,65241,5,32.4,86.6,4.1,42.4,5.7,17.1,111.81389
"1774","Burlington",22.58909,4.302248,137400,58608,4.7,10.3,87.2,3.9,43.9,6.3,8.7,246.17143
"1775","Camden",30.00743,6.978701,111200,48097,10.4,15.6,80.3,6,46.3,5.9,13.6,402.31537
"1776","Cape May",25.74025,53.70742,137600,41591,8.6,6.6,81.9,8.2,27.8,5.4,7.8,233.33333
"1777","Cumberland",32.05136,7.037058,91200,39150,15,20.4,68.5,9.9,23.6,5.4,8.2,917.6333
"1778","Essex",54.36286,5.738993,208400,44944,15.6,29.7,75.6,9.3,46.6,4.9,24.7,623.83124
"1779","Gloucester",20.10097,4.56267,120100,54273,6.2,6.5,84.3,6,53.6,6.3,7.3,261.70001
"1780","Hudson",69.35188,4.185888,150300,40293,15.5,56.1,70.5,8.7,54.1,4.1,31.3,396.03635
"1781","Hunterdon",16.32172,3.006751,245000,79888,2.6,8.6,91.5,2.5,58.7,6.8,3.6,13.1
"1782","Mercer",32.97273,5.606993,147400,56613,8.6,20.2,81.8,7.5,31.1,5.9,14.5,285.14001
"1783","Middlesex",33.27051,2.858531,168500,61446,6.6,33.4,84.4,5.2,44.4,5.6,15.5,194.26315
"1784","Monmouth",25.40315,6.911211,203100,64271,6.3,14.7,87.9,4.6,40,6.2,11.7,304.52631
"1785","Morris",23.99432,2.676928,257400,77340,3.9,19.7,90.6,3.5,42.2,6.6,12,121.1647
"1786","Ocean",16.77778,19.42375,131300,46443,7,10.9,83,5.2,42.3,5.6,4.8,150.74167
"1787","Passaic",44.35907,3.641325,190600,49210,12.3,41.9,73.3,7.3,54.5,5.2,13.4,244.83076
"1788","Salem",27.00556,7.122104,105200,45573,9.5,6.3,79.4,6.6,50.4,5.9,7.7,411.55376
"1789","Somerset",22.78408,2.712836,235000,76933,3.8,22.9,89.6,3.1,56.1,6.4,9.6,107.27273
"1790","Sussex",17.33588,10.07819,157700,65266,4,8.3,89.8,3.5,59.2,6.3,4.5,47.233334
"1791","Union",38.38086,3.535204,188800,55339,8.4,35.2,79.3,5.6,52.5,5.7,14.5,257.14999
"1792","Warren",27.22194,6.067012,155500,56100,5.4,8.4,84.9,3.8,58.2,6.1,8.4,142.10001
"1793","Bernalillo",36.3594,7.586772,128300,38788,13.7,29.5,84.4,5.8,6.8,5.1,15.6,1068.7
"1794","Catron",19.63384,37.8336,82000,23892,24.5,16.9,78.4,8.9,16.7,4.6,0,672.60109
"1795","Chaves",29.14321,12.0326,61000,28513,21.3,33.4,72.6,9,5.5,5.1,5,1086.8
"1796","Cibola",22.85337,19.37452,62600,27774,24.8,43.9,75,11.5,22.1,4.8,2.5,761.85736
"1797","Colfax",27.28054,35.02623,76600,30744,14.8,26.6,80.8,6.4,6.4,5.1,4.3,538.57704
"1798","Curry",40.61195,12.73163,64700,28917,19,23.1,78.4,6.9,8.9,5.2,4.2,588.29999
