"","County","pct_rent_occ","pct_vac_units","med_hh_value","med_hh_inc","pct_pers_lt_pov","pct_no_eng","pct_hs_more","pct_unemp","work_out_co","med_rooms","pct_mt_10units","violent_rate"
"1799","DeBaca",22.23427,29.45677,45800,25441,17.7,31.1,72.3,5.4,12.1,5.1,0.4,680.93286
"1800","Dona Ana",32.49883,8.670449,90900,29808,25.4,54.4,70,9.2,18.5,4.9,6.9,287.29999
"1801","Eddy",25.6876,12.89946,64200,31998,17.2,30.4,75,6.8,4.7,5.1,3,789.5
"1802","Grant",25.46517,13.64994,87900,29134,18.7,36.7,79.4,8,4.8,5.1,1.7,610.07144
"1803","Guadalupe",25.92145,23.37963,52100,24783,21.6,66.9,68.3,7.7,10.9,4.9,3.5,679.41391
"1804","Harding",24.79784,31.92661,27300,26111,16.3,40.6,72.2,3.2,13.3,4.7,0.6,540.84927
"1805","Hidalgo",32.24907,24.4382,53900,24819,27.3,43.6,68.8,9.7,19.5,5.1,2,571.82321
"1806","Lea",27.42779,15.83422,50100,29799,21.1,32.8,67.1,9.1,6.4,5.1,3.6,1201.1
"1807","Lincoln",22.79932,46.38515,108400,33886,14.9,20.7,84.5,3.9,11.3,4.9,1.2,732.53483
"1808","Los Alamos",21.36855,5.543656,228300,78993,2.9,11.5,96.3,2,3.6,6,9.6,53.5
"1809","Luna",24.99734,16.77442,66000,20784,32.9,49.5,59.8,17.1,10.5,4.7,3.7,833.59998
"1810","McKinley",27.59359,19.61973,57000,25005,36.1,61.3,65.2,17.2,14.6,4.1,1.6,1955.5
"1811","Mora",17.45166,32.15607,75900,24518,25.4,68.6,69.8,13.2,45.3,4.7,0.2,673.963
"1812","Otero",33.09694,21.48128,78800,30861,19.3,29.7,81,8.1,12.6,5.1,2.6,286.60001
"1813","Quay",29.46917,25.8298,54000,24894,20.9,27.3,73.8,5.2,8.4,5.1,1.9,585.02269
"1814","Rio Arriba",18.26642,16.49645,107500,29429,20.3,65.9,73,8.2,44.2,5,0.3,665.259
"1815","Roosevelt",37.26465,14.29125,54900,26586,22.7,26.4,75.2,8,20.6,5.1,1.7,396.39999
"1816","Sandoval",16.3828,9.909368,115400,44949,12.1,31.8,86,6.2,59.3,5.4,3.8,265.20001
"1817","San Juan",24.65063,12.74843,91300,33762,21.5,32.7,76.8,9.1,6.6,4.9,2.3,1109
"1818","San Miguel",26.81875,21.88859,90100,26524,24.4,60.8,74.5,8.7,25.6,4.8,1.1,1346.5
"1819","Santa Fe",31.44888,9.044904,189400,42207,12,36.9,84.5,4.7,16.8,5.2,7.5,640
"1820","Sierra",25.22493,29.95302,77800,24152,20.9,21.6,76.1,6.6,9.3,4.4,2.5,685.38393
"1821","Socorro",28.98876,14.51076,80900,23439,31.7,42.3,72.1,9.1,17.7,4.8,3,771.68838
"1822","Taos",24.52071,27.17192,150400,26762,20.9,52.4,79.1,8.9,9,4.8,3.6,642.54989
"1823","Torrance",16.05246,16.99049,82800,30446,19,26.2,77.1,6,48.7,5.2,0.3,758.03941
"1824","Union",27.1206,22.11236,49800,28080,18.1,23,79.9,1.9,15.1,5.3,0,446.04526
"1825","Valencia",16.08836,7.961693,108300,34099,16.8,33.9,76.1,6.3,53.9,5.3,1.8,2228.1001
"1826","Albany",42.29454,7.278491,116300,42935,10.6,9.9,86.3,6.8,17,5.6,11.2,474.5
"1827","Allegany",26.13693,26.50887,50400,32106,15.5,4.1,83.2,9,29.7,5.5,1.8,83.199997
"1828","Bronx",80.45776,5.593905,190400,27611,30.7,52.7,62.3,14.3,59.3,3.6,68.9,219.14597
"1829","Broome",34.89703,9.083846,75800,35347,12.8,8.9,83.8,5.4,8.5,5.6,6.8,310.86667
"1830","Cattaraugus",25.58161,19.61897,60800,33404,13.7,5.1,81.2,7.4,28.8,5.7,2.6,135.5
"1831","Cayuga",27.9894,13.86532,75300,37487,11.1,5.5,79.1,5.1,36.6,5.9,4.7,242.7
"1832","Chautauqua",30.74016,16.00154,64000,33458,13.8,7.2,81.2,6.3,10.7,5.7,4.3,382.26666
"1833","Chemung",31.07079,7.142668,67200,36415,13,4.3,82.1,7.8,18.9,5.8,4.7,518.59998
"1834","Chenango",24.7014,16.59272,62700,33679,14.4,3.8,80.6,5.6,32.3,5.6,2.7,0
"1835","Clinton",31.47538,11.08459,84200,37028,13.9,6.3,76.4,6.2,8.6,5.4,5.5,221.10001
"1836","Columbia",29.45233,17.91307,111800,41915,9,6.7,81,4.3,36.8,5.7,2.4,0
"1837","Cortland",35.65074,9.475045,74700,34364,15.5,4.4,82.8,8.5,28.1,5.7,6.4,232.60001
"1838","Delaware",24.25013,33.44156,74200,32461,12.9,6,79.9,6.2,29,5.6,1.4,0
"1839","Dutchess",31.05208,6.189269,154200,53086,7.5,11.9,84,5.7,30.7,5.8,7.7,314.31665
"1840","Erie",34.68164,8.414929,90800,38567,12.2,9,82.9,7.3,5.9,5.7,6.6,237.40714
"1841","Essex",26.16449,34.98594,77100,34823,11.6,5.3,80.4,6.8,25.6,5.4,2.3,0
"1842","Franklin",29.66929,25.08773,62600,31517,14.6,5.8,69.7,10.6,19.5,5.2,2.9,0
"1843","Fulton",27.88795,21.24375,67400,33663,12.5,4.6,77.8,6.3,34.6,5.6,2.7,250.60001
"1844","Genesee",27.06192,5.870194,83200,40542,7.6,4,84.4,4.3,39.2,6,4,158.39999
"1845","Greene",27.81551,31.22363,92400,36493,12.2,8.4,78.6,6.1,42.3,5.4,2.1,0
"1846","Hamilton",20.66046,70.34526,86700,32287,10.4,3.9,83.4,9.7,31.6,4.9,0.4,197.93096
"1847","Herkimer",28.81791,19.64654,67500,32924,12.5,5.2,79.4,6.7,41.4,5.7,4.3,0
"1848","Jefferson",40.22662,25.89606,68200,34006,13.3,7.2,82.9,9.1,6.8,5.4,4.7,270.79999
"1849","Kings",72.94394,5.386275,224100,32135,25.1,46.7,68.8,10.7,52.1,3.9,39.8,210.48474
"1850","Lewis",22.96813,33.65931,63600,34361,13.2,3,81,7.8,33.5,5.5,1.8,205.36226
"1851","Livingston",25.46727,7.796695,88800,42066,10.4,4.7,82.3,6.1,47.9,5.9,3.2,0
"1852","Madison",25.05519,11.44313,81500,40184,9.8,5,83.3,7.1,49.4,5.9,3.5,90.199997
"1853","Monroe",34.9214,5.872767,98700,44891,11.2,12.1,84.9,6,4.8,5.8,9.2,184.94286
"1854","Montgomery",32.85258,11.02922,67600,32128,12,10.9,78.1,5.8,37.8,5.8,3.3,199.7
"1855","Nassau",19.69883,2.349444,242300,72030,5.2,23.2,86.7,3.7,41.9,6.6,9.2,210.78
"1856","New York",79.86919,7.454795,1000001,47030,20,41.9,78.7,8.5,16.2,3.1,90.1,212.91461
"1857","Niagara",30.11179,8.221282,82600,38136,10.6,5.9,83.3,6.1,33.8,5.6,5.9,397.32501
"1858","Oneida",32.80587,11.97144,76500,35909,13,9.6,79,5.9,11.7,5.7,6.7,282.03333
"1859","Onondaga",35.51583,7.872534,85400,40847,12.2,8.9,85.7,5.4,5.9,5.8,12.4,244.03334
"1860","Ontario",26.4269,10.02884,94100,44579,7.3,4.9,87.4,4.5,38.2,5.9,4.9,126.25
"1861","Orange",32.96512,6.489401,144500,52058,10.5,18.2,81.8,5.1,34.5,5.8,6.2,509.06668
"1862","Orleans",24.44184,11.43714,72600,37972,10.8,4.6,76.4,6.9,49,5.9,1.7,28.299999
"1863","Oswego",27.24177,13.83468,74200,36598,14,4.2,80.4,9.3,41,5.6,3.6,297.54999
"1864","Otsego",26.95891,18.22268,75900,33444,14.9,5.1,83,12.8,23.1,5.9,1.5,0
"1865","Putnam",17.79347,6.642878,206900,72279,4.4,13.2,90.2,3.5,71.5,6.2,2.7,72
"1866","Queens",57.21101,4.231997,212600,42439,14.6,53.6,74.4,7.7,60.5,4.2,33.8,220.53567
"1867","Rensselaer",35.12539,9.416213,102900,42905,9.5,7.1,84.9,6.1,55.8,5.8,7.5,235.54999
"1868","Richmond",36.20867,4.666053,209100,55039,10,26,82.6,5.9,54.9,5.6,11.4,212.32694
"1869","Rockland",28.28595,2.419635,242500,67971,9.5,29.9,85.3,3.7,45.6,6.3,10.3,201.21666
"1870","St. Lawrence",29.36108,18.53342,60200,32356,16.9,5.4,79.2,8.5,7.8,5.5,3.9,96.25
"1871","Saratoga",27.95113,9.84533,120400,49460,5.7,5.3,88.2,3.9,50.5,5.8,6,140
"1872","Schenectady",34.59219,8.223643,94500,41739,10.9,9.9,84.8,5.1,43.9,5.9,7,316.16669
"1873","Schoharie",24.69352,24.65598,82500,36585,11.4,4.7,81.7,7.2,40.5,5.7,1.9,0
"1874","Schuyler",22.82343,19.68195,68400,36010,11.8,3.6,82.4,7.4,54.8,5.6,1.4,191.37286
"1875","Seneca",26.2787,14.62755,72400,37140,11.5,5.4,79.1,6,43.8,5.8,2.5,190.92162
"1876","Steuben",26.84088,15.30608,66200,35479,13.2,4,82.8,7,22.1,5.8,3.5,118.8
"1877","Suffolk",20.22762,10.15157,185200,65288,6,17.1,86.2,3.9,26.6,6.3,5.1,270.03333
"1878","Sullivan",31.87159,38.16007,93300,36998,16.3,14.2,76.2,9.2,32.6,5.2,3.8,174.8
"1879","Tioga",22.19518,7.870154,77400,40266,8.4,3.8,84.8,5.1,59,6,1.8,0
"1880","Tompkins",46.23009,5.708738,101600,37272,17.6,13.9,91.4,5.8,8.6,5.3,13,155.60001
"1881","Ulster",31.97529,13.07948,113100,42551,11.4,10.1,81.7,6.3,33.5,5.5,4.2,213.46249
"1882","Warren",30.13294,26.18501,97500,39198,9.7,4.3,84.6,5.3,27.5,5.5,3.2,248.39999
"1883","Washington",25.65678,16.18273,77400,37668,9.4,3.4,79.2,4.9,50.5,5.7,1.2,0
"1884","Wayne",22.38742,9.954343,85700,44157,8.6,4.7,82.3,5.1,47.6,6,2.7,0
"1885","Westchester",39.85769,3.520726,325800,63582,8.8,28.4,83.6,4.4,37.1,5.3,26.4,213.7381
"1886","Wyoming",23.11821,12.00708,74000,39895,8.4,3.3,75.6,6.1,45.7,6,2,0
"1887","Yates",22.9815,25.15749,75600,34640,13.1,8.5,80,6.4,40.8,5.6,2.2,187.19079
"1888","Alamance",29.86973,6.993852,107200,39168,11.1,9.3,76.5,5.1,25.1,5.2,4.6,553
"1889","Alexander",19.48695,6.81657,95600,38684,8.5,4,68.7,2.5,49.2,5.3,0.4,0
"1890","Alleghany",21.03201,28.36868,89700,29244,17.2,6.1,68,4.6,22.5,5.3,1.2,389.48194
"1891","Anson",24.04389,9.950103,64300,29849,17.8,2.8,70.2,6,40.5,5.3,0.5,712.71503
"1892","Ashe",18.97032,21.53301,91600,28824,13.5,3.3,68.6,4.6,25.2,5.3,1.6,423.64092
"1893","Avery",19.48867,45.15993,88000,30627,15.3,4.7,70.6,7,29,5.2,9,515.76455
"1894","Beaufort",24.90857,17.25462,81900,31066,19.5,4.7,75,6.4,23.7,5.4,1.3,0
"1895","Bertie",25.08072,14.44199,59200,25177,23.5,2.3,63.8,7.1,41.4,5.4,0.3,562.41169
"1896","Bladen",22.20671,15.79394,65200,26877,21,5.1,70.6,5.6,35.3,5.4,1.2,0
"1897","Brunswick",17.80012,40.81779,127400,35888,12.6,4.8,78.3,4.6,34,5.2,1.7,760.31112
"1898","Buncombe",29.72976,8.722718,119600,36666,11.4,5.9,81.9,4.8,10.6,5.2,4.9,668.5
"1899","Burke",25.86596,7.745745,85900,35629,10.7,8.1,67.6,4.2,31,5.1,1.7,184.39999
"1900","Cabarrus",25.33371,6.299198,118200,46140,7.1,7.2,78.2,4.2,46.9,5.4,5.1,355.25
"1901","Caldwell",25.0845,7.962908,86700,35739,10.7,3.5,66.2,3.4,30.9,5.2,2.5,265
"1902","Camden",16.52892,10.46081,103100,39493,10.1,2.6,82.1,3.7,76.3,6,0.3,561.8566
"1903","Carteret",23.36534,38.44726,123900,38344,10.7,3.9,82.1,5,25.3,5.2,5.9,0
"1904","Caswell",20.6113,9.696907,80800,35018,14.4,3.8,69.2,6.5,72.8,5.4,1.1,496.25074
"1905","Catawba",27.43234,7.319882,103000,40536,9.1,9.5,74.8,3.3,15.6,5.2,4.5,399
"1906","Chatham",22.80533,7.570934,127200,42851,9.7,10.7,77.9,2.9,55.3,5.5,2.7,782.40002
"1907","Cherokee",17.85991,23.43137,86000,27992,15.3,3,73.3,5.5,18.7,5.1,0.4,503.38526
"1908","Chowan",27.70609,13.39438,85200,30928,17.6,3.1,73.1,6.7,28.4,5.4,1.5,546.86097
"1909","Clay",15.38861,29.08756,99800,31397,11.4,2.5,76.5,4,48.4,5.2,0,499.44908
"1910","Cleveland",27.10954,8.113203,83200,35283,13.3,3.9,72.2,5.4,32.8,5.3,1.8,880.60004
"1911","Columbus",23.62024,11.43807,76100,26805,22.7,3.5,68.6,7.7,28.1,5.4,0.6,0
"1912","Craven",33.29478,9.352555,96600,35966,13.1,6.4,82.1,5.3,14.1,5.4,2.9,548.29999
"1913","Cumberland",40.6211,9.345155,88800,37466,12.8,10.9,85,8.6,9.5,5.4,4.4,702.25
"1914","Currituck",18.54535,35.41686,115500,40822,10.7,3.1,77.6,3.7,66.5,6.3,0.6,515.50022
"1915","Dare",25.50039,52.42023,137200,42411,8,4.1,88.6,4.9,10,5.4,3.7,513.98371
"1916","Davidson",25.78582,6.849052,98600,38640,10.1,5.6,72,4.1,44.3,5.2,1.6,691.25
"1917","Davie",16.69818,8.045208,116200,40174,8.6,5.4,78.1,3.7,53.6,5.6,2.4,0
"1918","Duplin",25.10538,10.97953,74800,29890,19.4,15.3,65.8,7.4,32.3,5.4,1.1,0
"1919","Durham",45.7642,6.743704,129000,43337,13.4,13.9,83,5.1,25.1,5.1,16.8,936.20001
"1920","Edgecombe",35.95528,15.04041,70800,30983,19.6,4.6,65.6,9.6,43.9,5.2,1.7,564.59998
"1921","Forsyth",34.39536,6.944016,114000,42097,11,9.2,82,4.6,19.3,5.4,11.6,663.15002
"1922","Franklin",22.21039,12.37969,101800,38968,12.6,6.4,73.6,4.7,65.1,5.2,0.7,0
"1923","Gaston",31.14991,6.222572,90300,39482,10.9,5.7,71.4,5.7,37,5.2,4.8,0
"1924","Gates",17.96975,11.11871,77200,35647,17,2.6,71.4,4.4,65.3,5.7,0,549.14055
"1925","Graham",17.26297,34.02832,76100,26645,19.5,3.9,68.4,5.9,24.4,5.1,0.6,521.99509
"1926","Granville",24.91894,6.940098,100400,39965,11.7,6.2,73,4.4,46.5,5.4,1.4,0
"1927","Greene",25.34349,9.120522,74300,32074,20.2,8.5,65.4,7.3,64.1,5.3,0.9,654.89004
"1928","Guilford",37.33214,6.499216,116900,42618,10.6,9.2,83,5.5,12.2,5.3,10.9,748.55005
"1929","Halifax",32.97622,12.59236,68300,26459,23.9,2.8,65.4,8.1,29.5,5.2,2.2,547.70001
"1930","Harnett",29.72485,12.44657,91200,35105,14.9,7.8,75,8.3,60.8,5.2,0.8,1504.5
"1931","Haywood",22.69264,19.34357,99100,33922,11.5,3.3,77.7,4.6,27.2,5.2,1.2,0
"1932","Henderson",21.19795,12.9826,130100,38109,9.7,8,83.2,4.6,25.9,5.4,1.5,0
"1933","Hertford",29.96761,7.928836,61700,26422,18.3,3.2,65.6,8.7,31.9,5.5,1.2,542.8663
"1934","Hoke",24.98901,9.146829,83900,33230,17.7,10.4,73.5,7,64.1,5.3,0.3,0
"1935","Hyde",21.60183,33.82798,76500,28444,15.4,4.6,68.4,5.3,12.6,5.4,0.5,514.73609
"1936","Iredell",24.66216,8.779229,116100,41920,8.2,5.5,78.4,4,30.6,5.5,3.1,817.29999
"1937","Jackson",27.51876,31.62096,106700,32552,15.1,5.7,78.8,10.2,25.7,5.1,2,549.69919
"1938","Johnston",26.55435,7.173878,108800,40872,12.8,9.1,75.9,4,54,5.4,1.1,921.55005
"1939","Jones",20.43832,13.20795,75100,30882,16.9,4.6,72.2,5,72.5,5.5,1.4,660.05905
"1940","Lee",28.32232,7.247978,95100,38900,12.8,12.3,76.3,4.6,28.4,5.3,2.8,862.5
"1941","Lenoir",33.01484,12.22042,82600,31191,16.6,5.3,71.9,8,20.3,5.2,2.8,1127.2
"1942","Lincoln",21.48413,6.51709,104500,41421,9.2,6.8,71.7,3.9,52.1,5.4,0.9,0
"1943","McDowell",22.81378,9.647929,72000,32396,11.6,4.4,70.2,4.5,25.3,5.1,1.1,0
"1944","Macon",18.6701,38.16639,103700,32139,12.6,3.5,77.3,4.9,16.9,5.2,0.7,0
"1945","Madison",23.4625,17.7124,94600,30985,15.4,3.4,69.3,5.2,54.2,5.1,1.3,524.51431
"1946","Martin",28.21357,8.325709,68400,28793,20.2,3.1,70.7,8,41.7,5.4,1.1,566.7034
"1947","Mecklenburg",37.68031,6.61384,141800,50579,9.2,13.1,86.2,5.2,9.2,5.4,16,468.47501
"1948","Mitchell",19.14212,17.27491,78800,30508,13.8,3.9,68.6,4.1,30.5,5.3,1.1,517.16942
"1949","Montgomery",23.47685,30.37823,77200,32903,15.4,12.2,64.2,5.1,29.6,5,0.6,656.8629
"1950","Moore",21.39159,12.62553,131100,41240,11.4,6,82.6,5.5,23.9,5.7,2.5,372.14999
"1951","Nash",32.29996,9.195434,95800,37147,13.4,6,75.6,5.5,31.4,5.3,2.5,0
"1952","New Hanover",35.29912,14.36018,135600,40172,13.1,5.4,86.3,5.7,9.7,5.3,10.9,1273.1
"1953","Northampton",23.19641,16.87231,57500,26652,21.3,2.6,62.5,8.6,58,5.3,0.7,582.65094
"1954","Onslow",41.88105,13.64534,85900,33756,12.9,9.4,84.3,6.9,12.1,5.1,3.4,188.5
"1955","Orange",42.44816,6.950841,179000,42372,14.1,11.9,87.6,3.7,42.4,5.1,17.3,401.54999
"1956","Pamlico",17.86404,23.63958,89900,34084,15.3,4.9,75.2,5.7,48.1,5.3,0.2,553.9311
"1957","Pasquotank",34.27597,9.671776,85500,30444,18.4,4,76.8,9.8,22.9,5.6,3,838.59998
"1958","Pender",17.40376,22.80989,113400,35902,13.6,5.4,76.8,5.7,61.8,5.3,1.7,0
"1959","Perquimans",21.39935,23.1342,82800,29538,17.9,2.3,71.9,5.9,62.2,5.4,0.9,544.39567
"1960","Person",25.38871,9.152476,90400,37159,12,3.7,74.9,4.7,41.9,5.4,0.6,0
"1961","Pitt",41.87366,10.04828,96800,32868,20.3,6,79.9,6.8,14.1,5.1,12.3,891
"1962","Polk",21.37076,13.96867,112000,36259,10.1,5.9,80.6,4.1,49.7,5.5,4.5,628.41133
"1963","Randolph",23.42328,6.914483,94700,38348,9.1,7.8,70,3.1,41.3,5.2,2.2,236.60001
"1964","Richmond",27.99194,10.1227,59300,28830,19.6,4.5,69.2,6.9,25.5,5.3,0.7,0
"1965","Robeson",27.24088,8.585361,66100,28202,22.8,6.8,64.9,9.6,28.1,5.2,1.6,1535.2
"1966","Rockingham",26.31864,8.00587,81400,33784,12.8,4.7,68.9,5.8,38.7,5.2,2.1,0
"1967","Rowan",26.43773,7.484253,95200,37494,10.6,5.8,74.2,6.3,32.5,5.3,2.8,731.20001
"1968","Rutherford",25.50117,14.70797,77600,31122,13.9,3.3,70.4,6,21.2,5.2,1,0
"1969","Sampson",26.53437,11.41118,76700,31793,17.6,11.2,69.1,6.9,36.8,5.4,0.6,0
"1970","Scotland",30.8829,8.806915,73200,31010,20.6,3,71.4,9.9,25.9,5.3,1.7,731.40002
"1971","Stanly",23.75017,9.596453,87700,36898,10.7,4.7,73.4,4.5,31.8,5.3,1.1,833
"1972","Stokes",17.95324,8.737411,94700,38808,9.1,3.6,73.2,5.9,70.8,5.3,1,0
"1973","Surry",23.65883,8.458737,87500,33046,12.4,8.1,67,3.4,25.8,5.1,1.9,0
"1974","Swain",23.12634,27.6988,86800,28608,18.3,5.3,70.5,10.1,28.5,5.1,0.1,528.79279
"1975","Transylvania",20.58442,20.78699,122300,38587,9.5,4,82.5,4.9,21.6,5.5,0.7,594.17773
"1976","Tyrrell",25.17892,24.36024,59000,25684,23.3,5.7,66.3,6.1,39.8,5.1,0.3,520.67948
"1977","Union",19.43535,5.044315,128500,50638,8.1,8.3,80.2,4.3,46.7,5.8,1.1,0
"1978","Vance",33.78604,10.97494,82200,31301,20.5,5.8,68.1,8.3,29.9,5.2,1.9,0
"1979","Wake",34.11998,6.531301,162900,54988,7.8,12.2,89.3,3.9,19.5,5.6,12.3,319.6875
"1980","Warren",22.78153,26.92454,80500,28351,19.4,4.7,67.5,8.3,55.1,5.5,1.1,605.25849
"1981","Washington",26.45798,13.07094,69400,28865,21.8,3.4,69.9,7.1,32.6,5.6,0,716.70001
"1982","Watauga",37.14631,28.56834,139300,32611,17.9,4.6,81.6,8.2,13.8,5.2,9.4,122.1
"1983","Wayne",34.69915,9.935959,87600,33942,13.8,7.2,77.2,6.3,18.5,5.3,1.9,783
"1984","Wilkes",22.05253,8.92314,89200,34258,11.9,5,66,3.8,21.8,5.2,1.1,0
"1985","Wilson",38.79705,6.886003,86400,33116,18.5,8.1,69.4,7.2,20.2,5.2,2.9,764.70001
"1986","Yadkin",19.74492,8.318058,90600,36660,10,7.3,72,3.1,56.1,5.2,0.7,0
"1987","Yancey",19.78051,23.19868,93000,29674,15.8,3.9,71.1,4.5,34.5,5.2,1.4,538.62687
"1988","Adams",29.08118,20.83333,37500,29079,10.4,3.6,83.1,1.9,13.6,5.5,5.2,153.18104
"1989","Barnes",28.86978,12.77014,57600,31166,10.8,3.2,85,4.7,15.6,5.6,8.3,160.73057
"1990","Benson",31.70103,20.60027,31100,26688,29.1,8.2,73.8,13,23.1,5.4,2.5,135.88537
"1991","Billings",23.77049,30.81285,56500,32667,12.8,6,77.8,2.8,32.3,5,0,157.23512
"1992","Bottineau",19.9865,32.81923,43600,29853,10.7,3.9,81.3,4.7,20.6,5.4,2,139.89658
"1993","Bowman",20.54492,14.91228,53600,31906,8.2,1.6,82.2,2.1,9.1,5.9,1.4,170.87309
"1994","Burke",15.3998,28.25779,24700,25330,15.4,2.8,78.8,2.6,21.8,5.8,0,145.02427
"1995","Burleigh",31.97687,4.596076,98900,41309,7.8,7.1,87.9,3.5,10.5,5.6,16.7,82.099998
"1996","Cass",45.64552,4.601227,98400,38147,10.1,5.5,90.9,3.9,10.8,5.1,31.9,146.39999
"1997","Cavalier",18.54239,25.98165,46100,31868,11.5,2.4,78.8,3.8,11.4,5.9,0.8,150.3346
"1998","Dickey",28.64652,14.04367,48700,29231,14.8,8.7,79.6,3.8,12.6,5.8,5.1,154.0881
"1999","Divide",18.10945,31.58611,31000,30089,14.6,4.1,80.4,4.4,11,5.8,0.8,146.13771
"2000","Dunn",20.1016,29.87277,37400,30015,17.5,7.8,77.5,6.4,26.8,5.5,1.8,143.95386
"2001","Eddy",24.65636,17.91255,34000,28642,9.7,3.6,75.5,4.7,27.4,5.6,5.9,139.92419
"2002","Emmons",15.84546,17.61993,37000,26119,20.1,16.3,65.9,3.3,11.3,5.8,1.6,145.35737
"2003","Foster",25.71428,14.11043,55300,32019,9.3,4.1,78,3.3,13.8,5.8,2.7,146.08475
"2004","Golden Valley Cou",22.20762,21.78828,40600,29967,15.3,2,87.4,3.9,11.3,5.9,0,161.01787
"2005","Grand Forks",46.31413,7.079969,92800,35785,12.3,6.1,89.2,4.4,9.1,5.1,25.9,125.3
"2006","Grant",20.41841,30.60395,23500,23165,20.3,13.9,73.4,2.3,16.8,5.8,1.3,142.35305
"2007","Griggs",21.64686,22.55095,36000,29572,10.1,2.7,78.7,3.2,12.7,6,4.4,157.75105
"2008","Hettinger",15.71181,18.81607,30300,29209,14.8,6.7,74.8,4.9,15.1,6.1,0.3,148.27265
"2009","Kidder",18.13471,28.07453,33400,25389,19.8,7.2,72,4.9,17.2,5.6,0,139.67786
"2010","LaMoure",19.00103,14.48701,34600,29707,14.7,9.2,75.3,2.8,21.1,6.2,0.4,156.07814
"2011","Logan",14.64174,19.27913,30200,27986,15.1,25.5,66,2.9,18.8,5.9,0.3,147.6595
"2012","McHenry",18.48773,15.32015,32600,27274,15.8,5.1,76.9,5.1,40.1,5.8,1.6,138.35738
"2013","McIntosh",17.24608,20.83109,28100,26389,15.4,35.9,59.3,2.5,9,5.8,0.1,150.02827
"2014","McKenzie",26.12738,20.89003,51100,29342,17.2,7.3,79.1,6.6,18.6,5.4,3.1,153.64821
"2015","McLean",17.69332,27.5266,48400,32337,13.5,5.4,79,5.6,24.9,5.5,1.9,136.66877
"2016","Mercer",15.60072,23.9891,62500,42269,7.5,12.7,79,5.4,8.5,5.8,8.6,135.44568
"2017","Morton",24.4413,6.592991,74800,37028,9.6,7.9,80.2,3.8,52.3,5.6,3.8,127.2
"2018","Mountrail",27.38281,25.5381,39700,27098,19.3,6.6,77.9,5.9,21.7,5.3,0.9,136.61841
"2019","Nelson",19.71745,19.16584,36100,28892,10.3,5,81.4,3.3,24.2,5.9,1.7,161.14289
"2020","Oliver",14.41214,12.4031,59600,36650,14.9,4.9,79.9,5,39.6,6.1,2,138.33025
"2021","Pembina",21.66902,14.09478,55100,36430,9.2,5.6,79.8,4.8,15.8,5.7,3.5,160.53413
"2022","Pierce",26.88391,13.44205,62300,26524,12.5,10.3,76.7,4.1,11.4,5.9,4.5,139.57428
"2023","Ramsey",35.06153,13.4753,63500,35600,12.6,3.5,80.1,7,10.3,5.3,15.1,141.49925
"2024","Ransom",24.46808,9.754224,56100,37672,8.8,6.1,81.3,3.2,23.6,6,7.5,170.41218
"2025","Renville",22.30415,23.21302,44500,30746,11,2.4,84.1,1.8,29.8,5.8,0.3,133.6489
"2026","Richland",30.47204,9.108911,67200,36098,10.4,4.1,83.2,6.1,24.4,5.7,11.6,183.37364
"2027","Rolette",32.57243,9.369405,55200,26232,31,6.8,73.7,14.3,5,5.1,4.1,139.45788
"2028","Sargent",20.38074,11.40873,44800,37213,8.2,2.4,81.1,1.9,17.8,6,1.6,171.38358
"2029","Sheridan",15.18468,20.88745,23900,24450,21,12.9,67.8,7.5,21.4,5.9,0.4,137.63976
"2030","Sioux",53.88128,9.950658,48000,22483,39.2,12.1,78.5,23.3,10.1,5.1,3.1,149.35496
"2031","Slope",12.77955,30.59867,23900,24667,16.9,3.7,82.5,2.9,26.5,5.9,0,168.10733
"2032","Stark",29.74698,8.1259,70400,32526,12.3,7.5,79.9,4.9,5.9,5.5,10.7,69.599998
"2033","Steele",23.07692,25.02031,34600,35757,7.1,3.5,86.1,2.9,32.4,6.1,1.5,165.99358
"2034","Stutsman",32.82332,8.790873,66600,33848,10.4,6.3,81.1,3.4,4.7,5.4,10.7,176.10001
"2035","Towner",25.12315,21.82285,42200,32740,8.9,2.1,81.9,2.3,17,5.9,2.5,138.46494
"2036","Traill",27.5666,9.897519,60000,37445,9.2,5.1,83.7,3.2,28.3,5.9,6.1,178.0055
"2037","Walsh",23.18552,12.64548,52100,33845,10.9,10.3,76.6,6.2,14.6,5.7,2.8,159.3433
"2038","Ward",37.27269,8.192214,79500,33670,10.8,4.7,87.4,4.5,4.3,5.4,10.4,105.2
"2039","Wells",23.4763,16.19372,38700,31894,13.5,6.7,72.6,6,14.3,5.8,3,61
"2040","Williams",28.44966,16.37397,56100,31491,11.9,3.9,82.5,5.7,4.8,5.4,9.6,113.3
"2041","Adams",26.09275,11.17408,67400,29315,17.4,2.7,68.6,7.6,40.1,5.4,2.1,308.75676
"2042","Allen",27.93879,8.134253,81800,37048,12.1,3.4,82.5,5.7,15.7,5.9,5.8,1113.6
"2043","Ashland",24.38025,6.278802,95900,39179,9.5,4.4,83.3,4.3,32.2,6,3.4,0
"2044","Ashtabula",25.91568,10.03608,85300,35607,12.1,5.1,79.9,5.1,27.9,5.8,4.2,75.550003
"2045","Athens",39.57602,9.638167,84300,27322,27.4,5.4,82.9,11.1,16.8,5.2,8.5,116.4
