"","County","PM10_mean","PM25_mean","NO2_mean","SO2_mean","O3_mean","CO_mean","TeCA","112TCA","DBCP","TDI","2Clacephen","2NP","PNP","CH3CN","Acetophenone","Acrolein","Acrylic_acid","C3H3N","Sb","Benzidine","Benzyl_Cl","Be","biphenyl","DEHP","Bromoform","Cd","CS2","CCl4","CS","Cl","C6H5Cl","chloroform","Chloroprene","Cr","Cresol","Cumene","CN","DBP","Diesel","DMF","Me2_phthalate","Me2SO4","ECH","Etacrylate","EtCl","EDB","EDC","EGLY","EOx","Glycol_ethers","HCB","HCBD","HCCPD","Hexane","N2H2","HCl","Isophorone","Pb","Mn","Hg","MeOH","MIBK","MMA","MeCl","Mehydrazine","MTBE","nitrobenzene","DMA","otoluidine","PAHPOM","PCP","PH3","P","PCBs","ProCl2","ProO","Quinoline","Se","Cl4C2","Toluene","C2HCl3","VyAc","VyCl","11DCE","Instances","Instance Rate"
"33","Edgecombe",13.729570248,11.338350923,255.48697261,372.23374936,7395.2610878,1849.666527,0.0116585882,0.0000020103849,0.0000059572664,0.0006831394,0.00000011902084,0.000000083712533,0.0000443206,0.0001756716,0.0000413222,0.0253888107,0.0000044865556,0.0010946561,0.00000093841061,0.00000084268572,0.0000218383,0.0000452322,0.0000518861,0.5377749447,0.00000091693623,0.0000458726,0.0012902339,0.497005565,0.0001395552,0.0006997025,0.000154647,0.0601465335,0.0000114452,0.0000673595,0.0011587938,0.0009097083,0.0408828178,0.0000539748,0.3071944351,0.0017582072,0.0000097062016,0.0000010777313,0.000001353547,0.0000015881262,0.0022953029,0.0029454776,0.0088095103,0.5578980351,0.0016558786,0.0079966469,0.00000078229333,0.00000053595586,0.000000168584,0.1234752394,0.0000442312,0.0318937266,0.0000190549,0.000508744,0.0038859485,0.0005175866,0.8845978789,0.1674405431,0.0058704949,0.866583239,0.0000031350072,0.081562246,0.0000018833533,0.0000880789,0.0000015977366,0.0056266494,0.0000016099977,0.0000086069533,0.0000015032168,0.0002105656,0.006555144,0.0002559198,0.0000827322,0.0000588173,0.0556425522,1.2075423379,0.0607479783,0.0001064355,0.0059141067,0.000122678,"331",448.8
"34","Forsyth",20.346813531,14.297337493,1522.6589437,318.80401161,10357.008199,1133.8104777,0.0199785453,0.0000019698722,0.0000033233988,0.000135948,0.00000045690601,0.00000012352227,0.00006342,0.0002798165,0.0000325564,0.0557579869,0.0001261722,0.0024077071,0.0000961778,0.00000063890282,0.0000198847,0.0000491066,0.0001087127,0.5380540709,0.0000020520775,0.0000732233,0.0018826888,0.4971621786,0.0000136851,0.0072113123,0.0006302774,0.0807606293,0.0000905867,0.0008410263,0.0027348003,0.0011054477,0.0566104897,0.0000928234,0.6327441805,0.0026849217,0.0000710863,0.0000037949421,0.0000022139475,0.0000447357,0.0037902861,0.0075362385,0.0139271965,0.1879637931,0.0056805427,0.0826018854,0.00000056528716,0.00000031214813,0.00000024974173,0.3903566364,0.0000115499,1.5153549752,0.0000122845,0.0030548267,0.0024215558,0.0005557613,0.6443073368,0.1637608577,0.0001960913,0.9068821222,0.0000048351491,0.1208498146,0.0000029705262,0.0001265289,0.00000048330491,0.0113142877,0.00000056082635,0.0000033743464,0,0.0001805627,0.0075740651,0.0005478517,0.0000214016,0.0001460464,0.1952166111,2.6108286235,0.0414718763,0.0061073447,0.0164912226,0.0001863747,"2,226",481.7
"35","Franklin",14.883965713,11.693461521,387.34123738,334.21692814,7337.5708144,2222.5970323,0.0051783299,0.00000061954611,0.0000052817745,0.0000270093,0.000000013396093,0.00000001768025,0.000011286,0.0001102292,0.0000149127,0.0250059325,0.0000018895386,0.0011681256,0.000005878824,0.0000013293406,0.0000026214032,0.0000204455,0.0000187944,0.5376247227,0.00000013207356,0.0000306404,0.0003638148,0.4967445943,0.0006818448,0.00015902,0.0000398247,0.0618430978,0.000004560662,0.0000561831,0.0017158983,0.0004163472,0.020836103,0.000198252,0.2671704769,0.0003309447,0.0000054710049,0.00000016918818,0.00000028847949,0.0000041239818,0.0009131849,0.0003171211,0.004985406,0.0913022087,0.001915843,0.0952168048,0.00000042855,0.00000012904439,0.00000003645,0.0626688024,0.0000156851,0.0168281368,0.0000085626021,0.0005440992,0.0007433313,0.0005047842,0.2536225516,0.0349322038,0.0004556215,0.8416442196,0.00000049386537,0.0272990619,0.0002204898,0.0000166038,0.00000031113201,0.0058909572,0.0000009585143,0.0000038003047,0.00000010792686,0.0001768169,0.0041045113,0.0000811162,0.0000610262,0.0000139637,0.0476511929,0.7927053279,0.0231995,0.000458246,0.0001878748,0.0000263654,"444",508.5
"36","Gaston",19.338293133,13.64237835,1079.9817607,286.03995833,7745.2529968,1081.3653581,0.0168839875,0.000514494,0.0000032007248,0.0046498108,0.0000008633677,0.00000012579455,0.0000784058,0.0009596011,0.0036472295,0.0674474234,0.0003015944,0.0026277924,0.0000568144,0.00000022382366,0.0000260092,0.000048321,0.0002400683,0.5516393106,0.0000053562049,0.000063311,0.0020148533,0.4971690215,0.0000212971,0.013180289,0.0002402103,0.0715276007,0.0000251049,0.0004754532,0.004116024,0.0037688834,0.0628727535,0.0001642913,0.6974110887,0.0022306706,0.0000510775,0.0000065262681,0.0002638134,0.0005356191,0.0036220545,0.0058697762,0.0124235204,0.5613531618,0.0057862297,0.0527886056,0.00000079219032,0.0000005559868,0.0000082493675,0.2944900401,0.0000728398,2.0328087999,0.0000142567,0.0015730598,0.0015061442,0.000554373,1.1883973729,0.1115841394,0.0005853813,1.0881020626,0.0000135152,0.1216350905,0.0000028449594,0.0001273498,0.0000217691,0.0125614726,0.000002163468,0.0000061895008,0.00000052442514,0.0002151967,0.0059935564,0.0004971006,0.0000050922508,0.0002350733,0.1013452015,2.9395654667,0.0771057845,0.0011356764,0.0124139496,0.0001878626,"1,353",491.4
"37","Gates",11.180546474,10.512098905,559.6924676,1133.574231,8916.2309876,2661.6592318,0.0019004563,0.0000031053399,0.0000035049415,0.0000834546,0.000000063260838,0.00000000503,0.0000017957511,0.0000069995341,0.000001010776,0.0092097509,0.0001152505,0.0010209246,0.0000025338729,0.00000049847915,0.000004480536,0.0000166566,0.0000581916,0.5370870675,0.00000035275261,0.0000356096,0.0000792084,0.4984468031,0.0000012450227,0.0004617107,0.0000127081,0.0603677308,0.00000045135556,0.0003407815,0.0009801003,0.0000871808,0.0058331078,0.0000167485,0.1707266274,0.0000794356,0.0000579468,0.00000045738896,0.000000079995791,0.0000089102551,0.000154406,0.0002282805,0.0017575804,0.0060594126,0.0013519073,0.0105246241,0.00000023144326,0.000000012917333,0.000000010334,0.0238052447,0.0000259909,0.0926446245,0.0000064877735,0.0005083575,0.0031356469,0.0005195016,0.0420186971,0.0096919433,0.0001918967,0.8385281524,0.00000094270736,0.0259246049,0.00000011485905,0.0000049787563,0.000000019419547,0.0020498361,0.000000366894,0.0000025798889,0,0.0001447881,0.0043782266,0.0000210087,0.0001387619,0.0000210326,0.0245900981,0.1511177309,0.0150950996,0.0000059744757,0.0000289251,0.0000077154335,"37",203.6
"38","Graham",12.94818497,12.685847647,2543.8125334,745.31941338,7462.7347564,1003.8451334,0.0019320066,0.000000041004893,0.000001124914,0.0000096657359,0.0000000000014575,0.000000006647,0.0000037241962,0.000007933,0.0000018687668,0.0098715557,0.0000000078911111,0.0053407446,0.0000010193131,0.0000000066,0.00000018770075,0.0000154245,0.0000104354,0.5372348207,0.0000000000076095,0.0000283541,0.0001755121,0.4966961525,0.0022591594,0.0000603557,0.0000158635,0.0524857506,0.00000051518696,0.000049565,0.0004643999,0.0001491186,0.0075420001,0.0000022082,0.2083830495,0.0001117467,0.0000095170311,0.000000030682013,0.00000010418333,0.000000040119332,0.0002428132,0.000405572,0.0015256008,0.0054354975,0.0032335329,0.0010915409,0.00000023503889,0.000000017043333,0.000000013631667,0.0234356441,0.00000023005207,0.0074593647,0.000022648,0.000345857,0.0005097476,0.0005021071,0.0249175443,0.0538539834,0.0000859259,0.8387907859,0.0000001429971,0.0104481645,0.00000014956667,0.0000063903333,0.000000014897889,0.0047963413,0.00000048328171,0.0000016081167,0,0.000150293,0.0003800131,0.00002541,0.0000212435,0.000009709322,0.0282598819,0.228522574,0.0446990614,0.0000095458778,0.0000160275,0.0000098137721,"63",466.3
"39","Granville",14.469011042,11.501085639,446.89278771,322.0438748,7121.808204,1921.4745686,0.0075376668,0.0000051035393,0.0000045361165,0.0000581431,0.00000017440102,0.000000033961714,0.0000139038,0.0002544185,0.0003050973,0.0236211501,0.0000252137,0.0014432822,0.0001414935,0.0000073973794,0.000024831,0.0000301864,0.0000330224,0.5376401637,0.00000069217055,0.0000750574,0.0057808042,0.4968218359,0.000658847,0.0019919728,0.0000726356,0.0595693822,0.0001054533,0.0000892358,0.001493208,0.0004147894,0.0269253371,0.0016195393,0.2938568874,0.0006625386,0.0000078963902,0.0000009936261,0.00000053209201,0.0000101436,0.0012227777,0.0007356823,0.0063929898,0.4778189767,0.0022902291,0.0157672393,0.00000070718811,0.000000086428571,0.000000069148571,0.0534053941,0.0000071913885,0.7047904968,0.0000103831,0.0009348697,0.000534289,0.0005123822,0.8163153388,0.0640965217,0.0001483721,0.857059093,0.0000022757914,0.0220476776,0.0001158311,0.0000339259,0.0000035383638,0.0074723067,0.0000013487452,0.0000040158571,0,0.0001936859,0.0046924186,0.0001676652,0.0000534979,0.0000698474,0.0476039286,0.8845128811,0.0577584743,0.0001225931,0.0013564954,0.0000516856,"477",601.2
"40","Greene",14.646940868,11.281214165,319.89293264,320.61060803,7617.241793,1694.6860829,0.0019160817,0.0000021961333,0.00000566993,0.0000485675,0.000000036562853,0.00000001858,0.0000068357522,0.0002232305,0.0000537127,0.0181962996,0.0000018611111,0.0009727418,0.0000131548,0.00000072502859,0.00000090066748,0.0000182444,0.0000478577,0.5375301073,0.000000310477,0.0000299349,0.0004359,0.4967509175,0.0000115892,0.0002891478,0.0000428123,0.0547518363,0.0000033299324,0.00005218,0.0012426365,0.0003357253,0.017701022,0.0000092744572,0.2057681745,0.0002559183,0.0000034078025,0.00000030226699,0.00000032439645,0.00000054459556,0.0006380755,0.000233579,0.0029047797,0.0457607137,0.0014754989,0.0029163286,0.00000050844444,0.00000019244951,0.00000018876607,0.045894982,0.0000500157,0.1265960333,0.0000234502,0.0004231629,0.0006054649,0.0005060797,0.1524607021,0.0258395438,0.00024353,0.8419065857,0.00000058415156,0.0230852998,0.00000041806667,0.0000176548,0.00000054061229,0.0041923933,0.00000099707492,0.000010942,0.00000012798818,0.0001780969,0.0027030611,0.0000741191,0.0000715028,0.0000230413,0.0301833547,0.369956912,0.0169208893,0.000022175,0.0001529771,0.0000281869,"118",428.5
"41","Guilford",19.142518608,13.772679019,1035.6431817,283.01249203,10326.493878,1383.7446256,0.0212803681,0.0000097253574,0.0000037541402,0.0003364938,0.00000019265613,0.000000076931327,0.0000843537,0.0003188202,0.0000464098,0.0638240682,0.0085495553,0.0018426394,0.0000193693,0.0000011863974,0.000155232,0.0000779798,0.000080342,0.5384743699,0.0000010140793,0.0000563466,0.0013106014,0.4970109817,0.0000519386,0.0032579933,0.0026483556,0.0873399952,0.0000641404,0.0005294156,0.003723443,0.0017964285,0.0610625751,0.0002072047,0.8489049061,0.0025268865,0.0000656168,0.0000074745501,0.0000012379242,0.0000967207,0.004040557,0.0083229259,0.0148130496,0.7197155924,0.0050666261,0.1022716555,0.0000020742441,0.00000019498959,0.0000001560102,0.3405011519,0.000010082,1.2535195247,0.0000024071688,0.0022594353,0.0047495993,0.0005361444,2.012032414,1.8265926866,0.0004380943,1.0296991966,0.0000080397214,0.1298791586,0.0000017309929,0.0000785959,0.0000033252996,0.0168980326,0.00000056504806,0.0000026313093,0,0.0001771951,0.0082844076,0.0023825938,0.0000275588,0.0001169874,0.1247191006,3.7171866397,0.0747108478,0.001220564,0.0179847095,0.0001230818,"3,134",505.2
"42","Halifax",12.010932144,11.246253244,336.70785493,398.50766608,7144.8627664,1979.4377593,0.0113629181,0.0000338556,0.0000048063785,0.0000211551,0.00000015158184,0.000000033471455,0.0000168744,0.0000406933,0.0000392929,0.0175595942,0.0000005802,0.0010556102,0.0000060838357,0.00000092348749,0.0001892174,0.0000291183,0.0000284692,0.5373277343,0.00000084749541,0.0000545599,0.0005426722,0.4968622111,0.0000547865,0.0007172428,0.0001858767,0.060769039,0.0000032761606,0.0001573142,0.0006033448,0.000450846,0.0233604742,0.0000198972,0.2507875892,0.0015402091,0.0000031775397,0.00000038013635,0.00000052188418,0.00000031919121,0.0010700967,0.0028090107,0.0085545363,0.0389782289,0.0016472398,0.0042583333,0.00000059542512,0.00000012181022,0.000000067432727,0.0580414008,0.000029333,0.1556985669,0.000020131,0.0006930755,0.00109216,0.0005118315,0.4019748773,0.0410695214,0.0001392935,0.8451856771,0.0000033087679,0.0375231716,0.00000075325455,0.000035225,0.00000023838487,0.0065561939,0.0000010597663,0.0000027047643,0.0001566058,0.0001890361,0.0070183537,0.0001320134,0.0000820449,0.0001048589,0.0442911535,0.731828607,0.0179273386,0.0000472734,0.005480495,0.0000489018,"330",454.1
"43","Harnett",17.210094747,11.777809894,550.4802256,253.04511301,7915.0990478,1321.3809236,0.0089099261,0.0000257371,0.0000047219989,0.0011448057,0.00000010684839,0.000000066501429,0.0000201424,0.0001172592,0.0000330342,0.0316628046,0.0002920115,0.0012852245,0.0006180226,0.00000083499239,0.0000073611508,0.0000214949,0.000104463,0.5380731233,0.00000086950544,0.0000324816,0.0013151121,0.496928937,0.0000329236,0.0001112118,0.0001274566,0.0607324695,0.0000062889524,0.0000615384,0.0020754982,0.0005930732,0.0342570741,0.0000334037,0.3285618629,0.0007212106,0.0000234705,0.00000058179524,0.0000010417171,0.0003948492,0.0015193896,0.0014432946,0.0075260514,0.0737588877,0.0025917432,0.0100370428,0.00000070590446,0.00000017018929,0.00000013618286,0.0987347844,0.0000054712659,0.1546992773,0.0000069835889,0.0005703124,0.0006045823,0.0005091814,0.2525172316,0.0539586509,0.0000903195,0.8454676105,0.0000015821519,0.0472325372,0.0000141974,0.0000636939,0.0000047530321,0.0114820513,0.00000155526,0.0000032804286,0,0.0002105994,0.0043991716,0.0002239597,0.0000388985,0.0000370933,0.0432537657,1.0206642417,0.0228098841,0.0004444752,0.0025470107,0.0001007535,"658",482.6
"44","Haywood",14.70322979,12.996112375,1097.9099407,595.36244698,9150.268117,1177.9132311,0.010332948,0.000095717,0.0000013716072,0.0001956224,0.000000015109023,0.000000039200077,0.0000555685,0.0000496705,0.0001326692,0.0496002721,0.0000024807964,0.0044746126,0.000130911,0.0000000077189333,0.0000023662519,0.0000610175,0.0000347712,0.537549681,0.000000082720324,0.0003155747,0.000925386,0.4975118224,0.0000027620538,0.0025673735,0.0001933073,0.0885108231,0.0000055997795,0.0002030209,0.0236436488,0.0006768163,0.0277764123,0.0000417533,0.3227440755,0.0008792,0.0000032989624,0.00000026783552,0.00000061031539,0.00000073194909,0.0013118769,0.0023090283,0.0079965323,0.0572288859,0.0037939859,0.0040876522,0.00000065871692,0.000000098921538,0.000000079134615,0.084171723,0.00000083324303,0.1870886784,0.0000030268448,0.0020539616,0.004614446,0.0005182309,1.0175652301,0.0579870592,0.0000531277,0.863864079,0.0000010071265,0.0395207243,0.00000088198462,0.0000407423,0.00000015470403,0.0077927456,0.0000012942635,0.0000023866731,0.0008422155,0.0001986517,0.0037453422,0.0001272389,0.0000045802787,0.0001392747,0.0535080637,0.9859016958,0.0438264571,0.0000470403,0.0042080648,0.0000584343,"514",512.9
"45","Henderson",16.468754947,12.39694929,1365.619597,614.00693186,12086.030018,1273.4343595,0.0133685371,0.0000038403051,0.0000016458569,0.0003893085,0.00000028395493,0.000000072595,0.0000379525,0.0000853791,0.0000337876,0.0367140871,0.0000332944,0.0037369036,0.000018925,0.000000027485723,0.000029377,0.0000384191,0.0000527522,0.5376889176,0.000001570188,0.0000513407,0.0011178619,0.4969894105,0.0000059317909,0.0001348866,0.0001469731,0.0820157475,0.0000079230667,0.0000982244,0.0026237192,0.0013263724,0.0539116395,0.0000444846,0.3860848434,0.0014112177,0.0000183272,0.0000022687632,0.0000011319827,0.0001406391,0.0024571353,0.0039090105,0.0098296617,0.0850500515,0.0053013656,0.0161569658,0.0000011210589,0.000000183905,0.0000001471225,0.1335941176,0.0000049880232,0.1203337487,0.0000121412,0.0009075247,0.0007917576,0.0005346764,0.3632463517,0.0841083235,0.0001258203,0.8530169888,0.0000034695743,0.0619525554,0.0000016342815,0.000073747,0.00000026239845,0.0116159229,0.0000022934047,0.00000401458,0.0000438682,0.0002586896,0.0046896517,0.0002427412,0.0000032333117,0.0001981407,0.0488502276,1.4835406182,0.0423386733,0.001564936,0.008074379,0.0001119516,"856",436.9
"46","Hertford",10.413063441,10.699263014,425.91192119,689.1116634,8082.3306168,2137.1317396,0.002345465,0.0000015089515,0.000003924252,0.0001558856,0.000000029323933,0.00000000695675,0.0000028408388,0.00000842925,0.000012336,0.0103867987,0.000003685333,0.001020001,0.0000041875935,0.0000006129341,0.0000062859749,0.0000166908,0.0000368342,0.5371486089,0.0000006237054,0.0000360392,0.0001091084,0.498145982,0.0000014855116,0.0006961205,0.0000357826,0.060079065,0.000000582275,0.0002981196,0.0009883209,0.0001743569,0.0070971031,0.0000021968974,0.1704703248,0.0001541408,0.0000239432,0.00000022157937,0.00000010858,0.0000021727176,0.0002555338,0.000241174,0.0033152681,0.0094411465,0.001509949,0.0325750833,0.00000035974833,0.000000017721108,0.00000001412575,0.0341910797,0.000034912,0.0446976496,0.000008864841,0.0005534413,0.003229035,0.0005143533,0.078225227,0.0185021363,0.0003342711,0.8390254858,0.0000017800994,0.0280545426,0.000000156515,0.0000071219386,0.000000024032502,0.0026072543,0.00000041334622,0.0000030369926,0.0000022364925,0.0001488199,0.005435513,0.0000269608,0.0001158775,0.0000213881,0.0300058621,0.2277101197,0.0152441597,0.000006800625,0.0000350013,0.0000108161,"144",431.1
"47","Hoke",14.291728162,11.828062471,580.77801908,229.10583886,6961.7437498,969.73531976,0.0058584606,0.0000047176274,0.0000041269901,0.0000677588,0.000000030265274,0.0000000520875,0.0000113829,0.0001886985,0.0000133696,0.0272627198,0.0000082301667,0.0014515889,0.0000037844338,0.00000060014918,0.0000225658,0.0000607185,0.0000642677,0.5379850147,0.00000026073598,0.0000490223,0.0008855711,0.4968858639,0.0000179466,0.0002126771,0.0004013267,0.056995562,0.0000126219,0.0000736053,0.0017502342,0.0005100809,0.0331333526,0.0000135296,0.2316753419,0.0008242832,0.0000039459097,0.00000033090778,0.0000053594962,0.0000020560884,0.0013939898,0.0002612147,0.005968655,0.1616334549,0.0029302272,0.0226578439,0.00000075801046,0.0000001320375,0.0000001056625,0.0797831281,0.0000052830039,0.0570358006,0.0000027623471,0.0006124754,0.0017232203,0.0005163885,0.3138132813,0.0420964732,0.0000510353,0.8455638297,0.0000044335755,0.0345685733,0.0000011718,0.0000527649,0.0000019519393,0.0099876924,0.00000158995,0.000003224375,0,0.0002176774,0.0029990467,0.0001763281,0.000027313,0.0000305165,0.0429700458,0.7332370725,0.0350955726,0.0001468447,0.0001013895,0.0000770922,"226",449.5
"48","Hyde",6.29122481,8.7334143252,127.53029429,229.29320223,3179.3062693,1096.4864467,0.0013664156,0.0000023697158,0.0000024524789,0.00000088464933,0.0000000008813065,0.000000000418725,0.000000442125,0.00000050656667,0.0000130022,0.0047333282,0.000000016782333,0.0005152387,0.0000000001875467,0.00000021548476,0.00000032395907,0.0000092732045,0.0000040411237,0.5361048996,0.00000058468105,0.000028762,0.000006852027,0.3950044309,0.000000083776874,0.0000106504,0.0000012061696,0.0390334212,0.000000046481667,0.0000342293,0.0000394985,0.0000100695,0.0004712176,0.0000010855808,0.0394707774,0.0000068731667,0.0000133452,0.000000039331582,0.0000000065775,0.0000000057403333,0.0000174284,0.0001187889,0.0010553972,0.0008304549,0.000583328,0.00003157,0.000000013461833,0.000000001148097,0.0000000008625,0.0274167929,0.0000192068,0.0010426095,0.0000067408096,0.0002742584,0.0002924435,0.0005018936,0.005148199,0.0023002018,0.0000267555,0.8184837165,0.0000058029907,0.0008739186,0.00000000942,0.00000039321796,0.0000000045191447,0.0003316683,0.000000029769359,0.0000014713,0.00000047685496,0.0001281106,0.0016294488,0.0000183984,0.0000671318,0.0000017276012,0.0165404311,0.2108354603,0.0071681697,0.00000051904027,0.0000024833116,0.00000065846188,"28",341.5
"49","Iredell",16.917395977,12.367975201,1055.1094315,262.79938648,7173.8754656,1615.3940608,0.0125873724,0.0000697683,0.0000038440868,0.0001323087,0.00000068528016,0.000000077118125,0.000051628,0.0000961994,0.0000546923,0.0449433143,0.0000518536,0.0021618098,0.0010332151,0.00000037460347,0.0000168645,0.0000388112,0.0003304255,0.5380365767,0.0000038420981,0.0000538896,0.0012159023,0.4969830679,0.0000081475032,0.0011353006,0.0001557458,0.0743990298,0.0000089069381,0.0001073155,0.0034400123,0.0011080644,0.0582161699,0.0001588405,0.528849146,0.0016928668,0.0000211735,0.0000067843025,0.0000120233,0.0000443187,0.0026992855,0.0035817926,0.0100907811,0.1750619885,0.0045280317,0.0882417285,0.0000012590872,0.00000021367224,0.00000015685875,0.1320127002,0.0000241567,1.8774920774,0.0000027145979,0.0009046766,0.0012836832,0.0005333438,1.1525179736,0.2604001163,0.0031976809,0.9506818166,0.000009619633,0.0617771347,0.0000033584591,0.0000780006,0.00000076778808,0.0110250917,0.0000027097122,0.0000106711,0,0.000271503,0.0048458019,0.0002695885,0.0000101379,0.0001843379,0.0738782242,1.973613948,0.0440493002,0.0035336826,0.0070100706,0.0001150877,"1,018",461
"50","Jackson",13.050540386,12.43118544,1106.3007345,712.65509123,8205.2620899,1070.4916876,0.0053564878,0.0000013875289,0.0000013111208,0.0000668905,0.0000000008349545,0.000000014255889,0.0000103635,0.0000180889,0.0000065731268,0.0163088479,0.000001449934,0.0040892094,0.0000108088,0.0000000066,0.00000047047251,0.0000165498,0.0000224908,0.5373752607,0.0000000044935595,0.0000321723,0.0002345584,0.4967567902,0.0001765408,0.0001079308,0.0000448811,0.0578702351,0.0000020622963,0.0000538437,0.0006740198,0.0006727235,0.0140881511,0.0000083624626,0.256186602,0.0002740041,0.0000021989489,0.000000068780571,0.00000022258778,0.00000029490533,0.0005407045,0.0003648865,0.0050476057,0.0147649703,0.0040863438,0.0044577459,0.00000085270919,0.000000036211111,0.000000028971,0.0449860793,0.00000046598355,0.0345045805,0.0000018687109,0.0004012922,0.0016965381,0.000504342,0.0589309896,0.0091289016,0.000023108,0.8728560318,0.00000024599819,0.0160946901,0.00000032077444,0.0000142309,0.000000039060185,0.0069883773,0.00000087364217,0.0000016572056,0.000006837957,0.0001695365,0.0022119753,0.0000502844,0.0000043243492,0.0000139728,0.0448572063,0.6013992575,0.0399421237,0.000043358,0.0001439139,0.0000282065,"220",386.1
"51","Johnston",16.984530146,11.541288833,394.70264692,288.47367815,8152.78032,1885.9403156,0.0100519008,0.0000028493178,0.0000054828302,0.0001160944,0.000000053642838,0.00000016442267,0.0000170754,0.0001997763,0.0000432967,0.0293881822,0.0000254176,0.0012609112,0.0000473038,0.00000091647071,0.0000049844357,0.0000184062,0.0000749587,0.5379494965,0.0000003723728,0.00003109,0.0025838299,0.4972892975,0.0000694935,0.0001382648,0.000293554,0.0616297444,0.0000126987,0.0003393993,0.0015417611,0.0008181696,0.037959334,0.0000324328,0.3627003622,0.0008539024,0.0002613765,0.0000010534117,0.0000025774757,0.0004431955,0.0015897459,0.0020746836,0.0080282321,0.1943061455,0.0019952513,0.0142661017,0.0000009276578,0.00000048304836,0.000000331388,0.0914478899,0.0000130581,0.1253746178,0.0000035430644,0.0008371139,0.0006397296,0.0005077943,0.4075697205,0.0601373409,0.0004961045,0.8720562696,0.00000067512456,0.0456402783,0.0000531404,0.0001730964,0.0000014245603,0.0108501926,0.0000021673022,0.0000047207923,0.000000030523267,0.0002408086,0.0051883605,0.0004357678,0.0000532859,0.0000377664,0.073957915,1.3165802492,0.0303107293,0.0006164835,0.0039420039,0.0002393839,"1,097",492.8
"52","Jones",12.105957005,10.285556902,235.13547304,295.6338271,5718.6676907,1220.4398081,0.0018538582,0.0000028452481,0.0000043316133,0.0000433647,0.0000000050662445,0.000000007303,0.0000027549096,0.0000093293333,0.0000019100592,0.0111929793,0.00000041632169,0.0007666162,0.0000308769,0.0000004613288,0.0000013129249,0.0000169725,0.0000324269,0.5372751707,0.000000033537794,0.0000355226,0.0001194175,0.4968723724,0.0000027532687,0.0014999239,0.0000182165,0.0518123814,0.0000015756906,0.0000478119,0.00439723,0.0001394907,0.0073394704,0.0000211229,0.1392368912,0.0000875122,0.0000207402,0.000000072633187,0.00000060495753,0.00000041701505,0.0002993766,0.0001879086,0.001726346,0.0135378993,0.0010894759,0.0018504457,0.00000015585556,0.000000018996667,0.00000070855621,0.0245466635,0.0000201768,0.0155201003,0.00000050540307,0.0004294873,0.000475296,0.0005021333,0.1049133695,0.0151907123,0.000347239,0.8391731091,0.00000093750512,0.0088174713,0.00000016423333,0.000006480402,0.0000000085196664,0.0019003979,0.00000034650168,0.000002476012,0.0000034386747,0.0001450961,0.001798489,0.0000294979,0.0000637769,0.0000066772979,0.0250044997,0.1917067708,0.0119208991,0.00001422,0.0000809314,0.0000120142,"73",477.9
"53","Lee",15.253443712,11.902186672,628.31563028,247.15590965,6948.4614906,1385.9715197,0.0108277038,0.0000085100588,0.0000044821452,0.0006218138,0.00000015280924,0.000000060924286,0.0000329256,0.0001942991,0.000022948,0.0279911651,0.000038499,0.0013353512,0.0000896941,0.00000084841718,0.0000143133,0.0000213129,0.0001609547,0.5381738827,0.00000091260552,0.0000383946,0.0010059958,0.4969414103,0.0000102872,0.0006540088,0.0001204824,0.0704630059,0.0000316739,0.0001223678,0.0015098885,0.000862737,0.0475015191,0.0000321263,0.3544222502,0.0014764888,0.0000057452804,0.0000011825779,0.00000094950519,0.0000065831756,0.0021454811,0.0025492339,0.0087416173,0.7560602335,0.0037609474,0.010715253,0.00000099411447,0.00000015415286,0.00000012334714,0.0887464679,0.0000060391254,0.8413995428,0.000005655635,0.0006014634,0.000873115,0.0005169935,1.5614277643,0.1637990701,0.0000880225,0.8507430541,0.0000050792115,0.0582655885,0.0000013709429,0.000062454,0.0000015278234,0.01851058,0.0000021202187,0.0000023960952,0,0.00024907,0.0049470541,0.0002255899,0.0000346511,0.0001441507,0.0498261861,1.1433110709,0.0821238162,0.0000891106,0.004883354,0.0000896263,"322",421.4
"54","Lenoir",13.893718792,11.307080226,288.09756088,303.63703103,7715.9662385,1482.5229961,0.0136168821,0.0000058936423,0.0000049805356,0.000127701,0.000000017527355,0.000000043422714,0.0000211685,0.0002173294,0.0000265626,0.0203755577,0.0000114021,0.0013145841,0.0000512883,0.00000061392389,0.0000024573456,0.0000413093,0.0001877688,0.537393341,0.000000094987655,0.0000364694,0.0007506636,0.4969153051,0.0000310824,0.0003998437,0.0001149662,0.0590966438,0.0000156993,0.00043099,0.0024415607,0.0007842818,0.0366098364,0.000049991,0.215839669,0.0013917714,0.000011858,0.0000003154336,0.00000067983384,0.0000025931819,0.0019630762,0.0038893006,0.0099909526,0.4311226289,0.0017282004,0.0142350567,0.0000007354269,0.00000012756855,0.00000038198867,0.0712123848,0.0000359602,0.102870535,0.0000014820295,0.0008900213,0.0006087077,0.0005165984,0.9055922724,0.169899933,0.0002826014,0.8507509626,0.00000044789585,0.0397070567,0.00000097694286,0.0000451868,0.00000019624527,0.0063696926,0.0000015449483,0.0000051173188,0.000001042694,0.0002088886,0.0063527198,0.0001490678,0.0000659741,0.0000346293,0.0528954913,0.9331818804,0.0460561455,0.0001238743,0.0086434946,0.000082593,"427",539.6
